uid,ppr_seed,ppr_global
Staples::Cleaning Supplies > Laundry Care > Laundry Stain Removers,0.00015678096059789043,7.898261087215189e-05
Staples::Cleaning Supplies > Laundry Care > Scent Boosters,0.0001039383594173542,5.7090243642501936e-05
Staples::Cleaning Supplies > Natural Cleaning Supplies,0.0002768288046134867,0.0001510001959361102
Staples::Cleaning Supplies > Natural Cleaning Supplies > Natural Cleaning Supplies,0.00011969930587827617,6.263679610861699e-05
Staples::Cleaning Supplies > Pest Control,0.00026880295913757346,0.0001408510969299208
Staples::Cleaning Supplies > Sink Strainers,0.00010967508836141225,5.347360646196905e-05
Staples::Cleaning Supplies > Waste & Recycling,0.0002803213744044361,0.00013072181587826177
Staples::Cleaning Supplies > Waste & Recycling > Trash Bags,0.0003705324707554646,0.00022276870300823515
Staples::Cleaning Supplies > Waste & Recycling > Trash Cans & Recycling Bins,0.00035418269836052455,0.00016077909315594997
Staples::Cleaning Supplies > Waste & Recycling > Waste Receptacle Lids & Accessories,0.00016019085306264526,3.5450326276782306e-05
"Staples::Coffee, Water & Snacks",0.0006191079372612948,0.00017492219983330332
"Staples::Coffee, Water & Snacks > Breakroom Appliances",0.0006296422658908703,0.0004110695833455424
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Blenders & Food Processors",0.00026130137296471957,0.00014609218613495246
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Drink Makers",0.00013060641268814564,5.870064206036369e-05
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Juicers",0.00015522625897888904,0.00010696113562763858
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Napkin Dispensers",8.54293349304155e-05,3.731172833695777e-05
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Paper Towel Dispensers",0.00021636739579267462,9.080428958261501e-05
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Toaster Ovens",0.00023599819228069068,0.00012818434400137417
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Water Filters & Dispensers",0.00020087638853927135,6.835563213875869e-05
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints",0.0006591742522774905,0.0001367158183470948
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints > Chocolate",0.000307140622688843,7.010531570228172e-05
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints > Gum & Mints",0.00025391455105346365,5.556325223752664e-05
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints > Gummy & Chewy Candy",0.00022223894007908666,2.8206571101636946e-05
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints > Hard Candy & Lollipops",0.0002292236989714997,4.0676856594429857e-05
"Staples::Coffee, Water & Snacks > Coffee",0.00048048295127526766,0.00023355302939425892
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies",0.0008066679010462085,0.0002619665591395232
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Carafes, Kettles & Decanters",0.00019965909815621412,5.072319491427038e-05
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Cocoa",0.00012822691540290593,2.7194672479587343e-05
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Filters",0.00018642489243543946,7.207180877774719e-05
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Grinders",0.0001636813093252746,5.585804051800392e-05
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Makers & Espresso Machines",0.00029623521011712736,0.00010817792025897646
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Organizers & Dispensers",0.00019678211391294093,4.284788255457578e-05
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Tea",0.00028124610749311,0.0001013264378544755
"Staples::Coffee, Water & Snacks > Paper Products",0.00029328012867896005,0.00013062925189372457
"Staples::Coffee, Water & Snacks > Paper Products > Facial Tissue",0.00030125241440935623,0.0001337163424699612
"Staples::Coffee, Water & Snacks > Paper Products > Paper Towels",0.00034090197543046644,0.00017282907541404146
"Staples::Coffee, Water & Snacks > Paper Products > Toilet Paper & Bath Tissue",0.00028608504002375015,0.00010943408826623118
"Staples::Coffee, Water & Snacks > Paper Products > Toilet Seat Covers",0.00015495577553510442,6.575816259815905e-05
"Staples::Coffee, Water & Snacks > Plates, Cups & Cutlery",0.00048364957556396645,0.00010827607449054248
"Staples::Coffee, Water & Snacks > Single Serve Coffee, Tea & Cocoa",0.0002979177409369374,4.24611723223843e-05
"Staples::Coffee, Water & Snacks > Snacks & Food",0.0015815028270922248,0.0003290293266646133
"Staples::Coffee, Water & Snacks > Snacks & Food > Chips",0.0003243497388201365,6.304572782944732e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Cookies",0.00029417243810776165,5.86068857859659e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Crackers",0.0003016593188505689,8.086680289842753e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries",0.0006918563976120196,0.00015581082174474814
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Condiments",0.00022965947668510413,4.8500767162529344e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Dry Goods",0.0002194312771372117,3.0878041989778094e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Fresh Groceries",0.0002356461710288218,5.4091326946735155e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Frozen Foods",0.0002343919843037734,6.003376610143793e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Sugar & Sweeteners",0.0002619285779685523,5.554637741475793e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Fruit Snacks",0.000246590069085374,5.6375154272148775e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Jerky & Meat Sticks",0.00023577707488707435,4.3111457815073694e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Nuts & Seeds",0.0002339452690977509,4.2245622586666133e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Popcorn",0.00024382106805880872,7.784216679011932e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Pretzels",0.00022709257417051712,4.353221252974401e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Snack & Trail Mixes",0.0002341630658855402,4.3324114348206645e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Snacks & Granola Bars",0.00028389284815453624,4.3239622824287286e-05
"Staples::Coffee, Water & Snacks > Snacks & Food > Variety Snack Packs",0.0002038205939908551,2.9369686683323243e-05
"Staples::Coffee, Water & Snacks > Water & Beverages",0.0009369066087631346,0.00021455012367874008
"Staples::Coffee, Water & Snacks > Water & Beverages > Energy & Sports Drinks",0.00023874216949213583,3.9595265958981105e-05
"Staples::Coffee, Water & Snacks > Water & Beverages > Juice",0.0002778588011519729,7.968738817258251e-05
"Staples::Coffee, Water & Snacks > Water & Beverages > Liquid & Powdered Drink Mixes",0.0002056065763362238,2.7963660604324227e-05
"Staples::Coffee, Water & Snacks > Water & Beverages > Milk & Creamer",0.00021154832452745156,2.7963660604324227e-05
"Staples::Coffee, Water & Snacks > Water & Beverages > Soda",0.00025680703658723634,7.645739964142284e-05
"Staples::Coffee, Water & Snacks > Water & Beverages > Water",0.000391980236610256,0.0002188135779564056
"Staples::Coffee, Water & Snacks > Water & Beverages > Water Bottles, Tumblers & Travel Mugs",0.0003102430787448275,6.060916216288286e-05
Staples::Computer Software,0.000834791455356369,0.00034956420056527935
Staples::Computer Software > Accounting Software,0.00015524454553840746,4.2473846496867696e-05
Staples::Computer Software > Antivirus Software,0.0002633515795477366,8.937909861657338e-05
