source,target,rel,weight
Staples::Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care,Walmart::Personal Care > Bath & Body > Fall Skin Care Essentials,SAME_AS,0.4131
Staples::Healthcare Supplies > Personal Care > Baby Care > Baby Wipes,Staples::Healthcare Supplies > Personal Care > Maternity > Labor & Delivery Kits,CROSS_LISTED_UNDER,0.5
Staples::Healthcare Supplies > Personal Care > Baby Care > Baby Wipes,OfficeDepot::Cleaning > Medical Supplies > Baby Supplies > Baby Wipes,SAME_AS,0.8003
Staples::Healthcare Supplies > Personal Care > Baby Care > Baby Wipes,Wayfair::Baby & Kids,SAME_AS,0.3544
Staples::Healthcare Supplies > Personal Care > Baby Care > Baby Wipes,Walmart::Health and Medicine > Pain management > (unnamed ID 4260338) > Hemorrhoid Wipes,SAME_AS,0.3437
Staples::Healthcare Supplies > Personal Care > Baby Care > Baby Wipes,Walmart::Personal Care > Feminine Care > Feminine Wipes,SAME_AS,0.3638
Staples::Healthcare Supplies > Personal Care > Baby Care > Youth Feeding Supplies,Staples::Healthcare Supplies > Personal Care > Maternity > Labor & Delivery Kits,CROSS_LISTED_UNDER,0.5
Staples::Healthcare Supplies > Personal Care > Incontinence,Staples::Healthcare Supplies > Personal Care > Incontinence > Adult Briefs,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Incontinence,Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Incontinence,Staples::Healthcare Supplies > Personal Care > Incontinence > Underpads,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Incontinence,OfficeDepot::Cleaning > Medical Supplies > Incontinence,SAME_AS,0.6718
Staples::Healthcare Supplies > Personal Care > Incontinence,Amazon::Industrial & Scientific > Professional Medical Supplies > Incontinence & Ostomy,SAME_AS,0.4542
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Health and Medicine > Home Health Care > Incontinence,SAME_AS,0.6788
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Health and Medicine > Caregiver > Incontinence,SAME_AS,0.7102
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Health and Medicine > FSA and HSA Store > FSA/HSA Eligible Incontinence,SAME_AS,0.4175
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Health and Medicine > FSA and HSA Store > FSA/HSA Eligible Incontinence > FSA HSA Eligible Men's Incontinence,SAME_AS,0.3954
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Health and Medicine > FSA and HSA Store > FSA/HSA Eligible Incontinence > FSA HSA Eligible Women's Incontinence,SAME_AS,0.3832
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Health and Medicine > Restock Health Essentials > Incontinence,SAME_AS,0.731
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Personal Care > Incontinence,SAME_AS,0.8495
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Personal Care > Incontinence > Incontinence Underwear,SAME_AS,0.5454
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Personal Care > Incontinence > Men's Incontinence,SAME_AS,0.6003
Staples::Healthcare Supplies > Personal Care > Incontinence,Walmart::Personal Care > Incontinence > Women's Incontinence,SAME_AS,0.5777
Staples::Healthcare Supplies > Personal Care > Incontinence > Adult Briefs,OfficeDepot::Cleaning > Medical Supplies > Incontinence > Briefs & Underwear,SAME_AS,0.5253
Staples::Healthcare Supplies > Personal Care > Incontinence > Adult Briefs,Walmart::Health and Medicine > Home Health Care > Incontinence > Adult Diapers,SAME_AS,0.4316
Staples::Healthcare Supplies > Personal Care > Incontinence > Adult Briefs,Walmart::Personal Care > Incontinence > Adult Hygiene,SAME_AS,0.4506
Staples::Healthcare Supplies > Personal Care > Incontinence > Adult Briefs,Walmart::Personal Care > Incontinence > Adult Wipes,SAME_AS,0.4846
Staples::Healthcare Supplies > Personal Care > Incontinence > Adult Briefs,Walmart::Personal Care > Incontinence > Men's Adult Diapers,SAME_AS,0.4449
Staples::Healthcare Supplies > Personal Care > Incontinence > Adult Briefs,Walmart::Personal Care > Incontinence > Women's Adult Diapers,SAME_AS,0.4339
Staples::Healthcare Supplies > Personal Care > Incontinence > Adult Briefs,Walmart::Personal Care > Incontinence > Adult Diapers,SAME_AS,0.4744
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Health and Medicine > Home Health Care > Incontinence > Incontinence Pads,SAME_AS,0.6478
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Health and Medicine > FSA and HSA Store > FSA/HSA Eligible Incontinence > FSA HSA Eligible Men's Incontinence,SAME_AS,0.3954
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Health and Medicine > FSA and HSA Store > FSA/HSA Eligible Incontinence > FSA HSA Eligible Women's Incontinence,SAME_AS,0.3832
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Guards for Men,SAME_AS,0.5322
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Underwear,SAME_AS,0.5454
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Underwear for Women - Small/Medium,SAME_AS,0.4583
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Underwear for Women,SAME_AS,0.5077
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Equate Incontinence Pads,SAME_AS,0.6198
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Underwear for Men - Small/Medium,SAME_AS,0.4641
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Men's Incontinence,SAME_AS,0.6003
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Underwear for Men,SAME_AS,0.5186
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Pads,SAME_AS,0.6907
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Underwear for Women - Large/Extra Large,SAME_AS,0.4294
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Underwear for Men - Large/Extra Large,SAME_AS,0.4335
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Women's Incontinence,SAME_AS,0.5777
Staples::Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads,Walmart::Personal Care > Incontinence > Incontinence Underwear - XXL Plus,SAME_AS,0.4761
Staples::Healthcare Supplies > Personal Care > Incontinence > Underpads,Walmart::Health and Medicine > Caregiver > Incontinence > Underpads,SAME_AS,0.9221
Staples::Healthcare Supplies > Personal Care > Incontinence > Underpads,Walmart::Health and Medicine > FSA and HSA Store > FSA/HSA Eligible Incontinence > FSA HSA Eligible Underpads and Protectors,SAME_AS,0.4935
Staples::Healthcare Supplies > Personal Care > Incontinence > Underpads,Walmart::Personal Care > Incontinence > Incontinence Underpads,SAME_AS,0.7067
Staples::Healthcare Supplies > Personal Care > Maternity,Staples::Healthcare Supplies > Personal Care > Maternity > Irrigation Bottles,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Maternity,Staples::Healthcare Supplies > Personal Care > Maternity > Labor & Delivery Kits,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Maternity,Staples::Healthcare Supplies > Personal Care > Maternity > Maternity Belts,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Maternity,Staples::Healthcare Supplies > Personal Care > Maternity > Perineal Spray & Wash,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Maternity > Irrigation Bottles,Staples::Healthcare Supplies > Personal Dental Care,CROSS_LISTED_UNDER,0.1429
Staples::Healthcare Supplies > Personal Care > Maternity > Irrigation Bottles,Staples::Healthcare Supplies > Physical Therapy and Rehabilitation Equipment,CROSS_LISTED_UNDER,0.1429
Staples::Healthcare Supplies > Personal Care > Maternity > Irrigation Bottles,Staples::Healthcare Supplies > Professional Dental Supplies,CROSS_LISTED_UNDER,0.1429
Staples::Healthcare Supplies > Personal Care > Maternity > Irrigation Bottles,Staples::Healthcare Supplies > Wound Care,CROSS_LISTED_UNDER,0.25
Staples::Healthcare Supplies > Personal Care > Maternity > Maternity Belts,Amazon::Industrial & Scientific > Power Transmission Products > Belts,SAME_AS,0.401
Staples::Healthcare Supplies > Personal Care > Period Care,Staples::Healthcare Supplies > Personal Care > Period Care > Menstrual Pads,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Period Care,Staples::Healthcare Supplies > Personal Care > Period Care > Tampons,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Period Care,Walmart::Personal Care > Feminine Care > Period Care,SAME_AS,0.6981
Staples::Healthcare Supplies > Personal Care > Period Care,Walmart::Personal Care > Feminine Care > Period Underwear,SAME_AS,0.3952
Staples::Healthcare Supplies > Personal Care > Period Care,Walmart::Personal Care > Dove Men + Care,SAME_AS,0.3926
Staples::Healthcare Supplies > Personal Care > Period Care,Walmart::Personal Care > 2-in-1 Hair and Body Care,SAME_AS,0.374
Staples::Healthcare Supplies > Personal Care > Period Care > Menstrual Pads,Walmart::Health and Medicine > Pain management > Menstrual Pain,SAME_AS,0.4461
Staples::Healthcare Supplies > Personal Care > Period Care > Menstrual Pads,Walmart::Personal Care > Feminine Care > Menstrual Cups,SAME_AS,0.5129
Staples::Healthcare Supplies > Personal Care > Period Care > Tampons,Walmart::Personal Care > Feminine Care > Tampons,SAME_AS,0.7988
Staples::Healthcare Supplies > Personal Care > Period Care > Tampons,Walmart::Personal Care > Feminine Care > U by Kotex > U by Kotex Tampons,SAME_AS,0.4239
Staples::Healthcare Supplies > Personal Care > Period Care > Tampons,Walmart::Personal Care > Feminine Care > Playtex Tampons,SAME_AS,0.5049
Staples::Healthcare Supplies > Personal Care > Period Care > Tampons,Walmart::Personal Care > Feminine Care > Equate Tampons,SAME_AS,0.5879
Staples::Healthcare Supplies > Personal Care > Period Care > Tampons,Walmart::Personal Care > Feminine Care > Natural Feminine Care > Natural Tampons,SAME_AS,0.5121
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Cleanser,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Epsom Salt,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Lip Balm,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Lotion & Moisturizer,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Sunscreen & Sunblock,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CHILD_OF,1.0
Staples::Healthcare Supplies > Personal Care > Skin Care,Amazon::Electronics > eBook Readers & Accessories > Skins,SAME_AS,0.3838
Staples::Healthcare Supplies > Personal Care > Skin Care,Walmart::Health and Medicine > Diabetes Support > Diabetic Skin Care,SAME_AS,0.4816
Staples::Healthcare Supplies > Personal Care > Skin Care,Walmart::Personal Care > Sun Care,SAME_AS,0.404
Staples::Healthcare Supplies > Personal Care > Skin Care,Walmart::Personal Care > Hair Care,SAME_AS,0.4326
Staples::Healthcare Supplies > Personal Care > Skin Care,Walmart::Personal Care > Bath & Body > Fall Skin Care Essentials,SAME_AS,0.4131
Staples::Healthcare Supplies > Personal Care > Skin Care,Walmart::Personal Care > Dove Men + Care,SAME_AS,0.3926
Staples::Healthcare Supplies > Personal Care > Skin Care,Walmart::Personal Care > Cold Weather Skincare,SAME_AS,0.3625
Staples::Healthcare Supplies > Personal Care > Skin Care,Walmart::Personal Care > 2-in-1 Hair and Body Care,SAME_AS,0.374
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,OfficeDepot::In Room Solutions > Personal Care Amenities > Body Wash,SAME_AS,0.5126
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Body Wash,SAME_AS,0.5297
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Neutrogena Body Wash,SAME_AS,0.3439
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Men's Body Wash,SAME_AS,0.441
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Dove Men Care Body Wash,SAME_AS,0.3421
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Tom's of Maine Body Wash Bar Soaps,SAME_AS,0.3911
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Aveeno Body Wash,SAME_AS,0.3754
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Irish Spring Body Wash,SAME_AS,0.3381
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Women's Body Wash,SAME_AS,0.4093
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Olay Body Wash,SAME_AS,0.3999
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Hempz Body Wash,SAME_AS,0.3702
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Old Spice Body Wash,SAME_AS,0.3487
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Sheamoisture Body Wash,SAME_AS,0.3427
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Bath & Body > Axe Body Wash,SAME_AS,0.3997
Staples::Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash,Walmart::Personal Care > Personal Care Mindful Living Shop > Mindful Living Body Wash,SAME_AS,0.3449
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Staples::Retail Store Supplies > Spa & Salon > Bath & Body,CROSS_LISTED_UNDER,0.2
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,CROSS_LISTED_UNDER,0.2
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,CROSS_LISTED_UNDER,0.2
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CROSS_LISTED_UNDER,0.2
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Staples::Retail Store Supplies > Spa & Salon > Bath & Body > Tanning,CROSS_LISTED_UNDER,0.2
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Health and Medicine > Protein > (unnamed ID 2845977) > Glutamine Powder,SAME_AS,0.3505
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Health and Medicine > Protein > (unnamed ID 4712863) > Isopure Powder,SAME_AS,0.3468
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Health and Medicine > Foot Care > Body Powder,SAME_AS,0.7657
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Health and Medicine > Foot Care > Foot Powder,SAME_AS,0.378
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Body Powder,SAME_AS,0.9028
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Men's Body Wash,SAME_AS,0.441
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Body Lotions,SAME_AS,0.3968
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Dove Body Bars,SAME_AS,0.3578
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Tom's of Maine Body Care,SAME_AS,0.3373
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Body Care Sets,SAME_AS,0.3883
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Aveeno Body Wash,SAME_AS,0.3754
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Women's Body Wash,SAME_AS,0.4093
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Cerave Body Care,SAME_AS,0.3453
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Olay Body Wash,SAME_AS,0.3999
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Hempz Body Wash,SAME_AS,0.3702
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Olay Body Bars,SAME_AS,0.3538
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Body Butters,SAME_AS,0.3727
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Aveeno Body Care,SAME_AS,0.3453
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Axe Body Wash,SAME_AS,0.3997
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Body Oils,SAME_AS,0.4056
Staples::Healthcare Supplies > Personal Care > Skin Care > Body Powder,Walmart::Personal Care > Bath & Body > Frank Body,SAME_AS,0.3685
Staples::Healthcare Supplies > Personal Care > Skin Care > Cleanser,Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Cleanser,Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Cleanser,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Cleanser,OfficeDepot::Cleaning > Medical Supplies > Patient Care > Cleansers,SAME_AS,0.6973
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,OfficeDepot::Cleaning > Personal Care > Deodorant & Powders,SAME_AS,0.5379
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,OfficeDepot::In Room Solutions > Personal Care Amenities > Deodorants,SAME_AS,0.725
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Walmart::Personal Care > Men's Essentials > Men's Deodorant,SAME_AS,0.5897
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Walmart::Personal Care > Bath & Body > Deodorants,SAME_AS,0.7422
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Walmart::Personal Care > Bath & Body > Deodorants > Dove Deodorant,SAME_AS,0.5477
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Walmart::Personal Care > Bath & Body > Deodorants > Deodorant Spray,SAME_AS,0.5517
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Walmart::Personal Care > Bath & Body > Dove Deodorant Antiperspirant,SAME_AS,0.4322
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Walmart::Personal Care > Bath & Body > Clinical Strength Deodorant,SAME_AS,0.4239
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Walmart::Personal Care > Bath & Body > Old Spice Body Wash Deodorants,SAME_AS,0.3974
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Walmart::Personal Care > Feminine Care > Feminine Deodorant Sprays & Powders,SAME_AS,0.4242
Staples::Healthcare Supplies > Personal Care > Skin Care > Deodorant,Walmart::Personal Care > Personal Care Mindful Living Shop > Mindful Living Bath & Body > Clean Living Deodorants Antiperspirants,SAME_AS,0.3382
Staples::Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes,Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes,Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes,Wayfair::Bedding & Bath > Bath Rugs & Towels > Washcloths,SAME_AS,0.3713
Staples::Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes,Walmart::Home > Bath > Bath Towels > Washcloths,SAME_AS,0.3745
Staples::Healthcare Supplies > Personal Care > Skin Care > Epsom Salt,Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Epsom Salt,Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Epsom Salt,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,CROSS_LISTED_UNDER,0.5
Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CROSS_LISTED_UNDER,0.5
Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,Staples::Healthcare Supplies > Personal Care > Skin Care > Lip Balm,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,Staples::Healthcare Supplies > Personal Care > Skin Care > Lotion & Moisturizer,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,Staples::Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Eye Cream,Staples::Healthcare Supplies > Personal Care > Skin Care > Sunscreen & Sunblock,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CROSS_LISTED_UNDER,0.5
Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,Staples::Healthcare Supplies > Personal Care > Skin Care > Lip Balm,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,Staples::Healthcare Supplies > Personal Care > Skin Care > Lotion & Moisturizer,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,Staples::Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,Staples::Healthcare Supplies > Personal Care > Skin Care > Sunscreen & Sunblock,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,Walmart::Health and Medicine > Ear Care > Earwax Removal Aid,SAME_AS,0.3467
Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,Walmart::Personal Care > Shaving > Hair Removal,SAME_AS,0.7695
Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,Walmart::Personal Care > Bath & Body > Hair Removal,SAME_AS,0.787
Staples::Healthcare Supplies > Personal Care > Skin Care > Hair Removal,Walmart::Home Improvement > Tools > Hand Tools > Removal Tools,SAME_AS,0.4022
Staples::Healthcare Supplies > Personal Care > Skin Care > Lip Balm,Staples::Healthcare Supplies > Personal Care > Skin Care > Supplements,CROSS_LISTED_UNDER,0.3333
Staples::Healthcare Supplies > Personal Care > Skin Care > Lip Balm,Walmart::Health and Medicine > Lip Care > Lip Balm,SAME_AS,0.7697
Staples::Healthcare Supplies > Personal Care > Skin Care > Lip Balm,Walmart::Health and Medicine > Lip Care > Bag Balm,SAME_AS,0.393
Staples::Healthcare Supplies > Personal Care > Skin Care > Lip Balm,Walmart::Health and Medicine > Lip Care > Nivea Lip Balms,SAME_AS,0.5034
