uid,retailer,name,path,level,items,n_leaves,is_leaf,coreness
Wayfair::Restaurant Appliances & Equipment > Food Preparation Tools > Juicers,Wayfair,Juicers,Restaurant Appliances & Equipment > Food Preparation Tools > Juicers,3,,1,True,
Wayfair::Restaurant Appliances & Equipment > Food Preparation Tools > Pasta Makers & Accessories,Wayfair,Pasta Makers & Accessories,Restaurant Appliances & Equipment > Food Preparation Tools > Pasta Makers & Accessories,3,,1,True,
Wayfair::Restaurant Appliances & Equipment > Food Preparation Tools > Sous Vide,Wayfair,Sous Vide,Restaurant Appliances & Equipment > Food Preparation Tools > Sous Vide,3,,1,True,
Wayfair::Restaurant Appliances & Equipment > Food Preparation Tools > Kitchen Scales,Wayfair,Kitchen Scales,Restaurant Appliances & Equipment > Food Preparation Tools > Kitchen Scales,3,,1,True,
"Wayfair::Restaurant Appliances & Equipment > Food Preparation Tools > Commercial Tables, Shelving & Sinks",Wayfair,"Commercial Tables, Shelving & Sinks","Restaurant Appliances & Equipment > Food Preparation Tools > Commercial Tables, Shelving & Sinks",3,,1,True,
Wayfair::Restaurant Storage,Wayfair,Restaurant Storage,Restaurant Storage,1,,11,False,
Wayfair::Restaurant Storage > Cabinet & Pantry Organization,Wayfair,Cabinet & Pantry Organization,Restaurant Storage > Cabinet & Pantry Organization,2,,5,False,
Wayfair::Restaurant Storage > Cabinet & Pantry Organization > Pantry Shelf Organizers,Wayfair,Pantry Shelf Organizers,Restaurant Storage > Cabinet & Pantry Organization > Pantry Shelf Organizers,3,,1,True,
Wayfair::Restaurant Storage > Cabinet & Pantry Organization > Pantry Door Organizers,Wayfair,Pantry Door Organizers,Restaurant Storage > Cabinet & Pantry Organization > Pantry Door Organizers,3,,1,True,
Wayfair::Restaurant Storage > Cabinet & Pantry Organization > Cabinet Drawers & Organizers,Wayfair,Cabinet Drawers & Organizers,Restaurant Storage > Cabinet & Pantry Organization > Cabinet Drawers & Organizers,3,,1,True,
Wayfair::Restaurant Storage > Cabinet & Pantry Organization > Pull Out Pantries,Wayfair,Pull Out Pantries,Restaurant Storage > Cabinet & Pantry Organization > Pull Out Pantries,3,,1,True,
Wayfair::Restaurant Storage > Cabinet & Pantry Organization > Pot Racks,Wayfair,Pot Racks,Restaurant Storage > Cabinet & Pantry Organization > Pot Racks,3,,1,True,
"Wayfair::Restaurant Storage > Commercial Tables, Shelving & Sinks",Wayfair,"Commercial Tables, Shelving & Sinks","Restaurant Storage > Commercial Tables, Shelving & Sinks",2,,6,False,
"Wayfair::Restaurant Storage > Commercial Tables, Shelving & Sinks > Foodservice Racks & Shelving",Wayfair,Foodservice Racks & Shelving,"Restaurant Storage > Commercial Tables, Shelving & Sinks > Foodservice Racks & Shelving",3,,1,True,
"Wayfair::Restaurant Storage > Commercial Tables, Shelving & Sinks > Catering Racks & Dinnerware Transport",Wayfair,Catering Racks & Dinnerware Transport,"Restaurant Storage > Commercial Tables, Shelving & Sinks > Catering Racks & Dinnerware Transport",3,,1,True,
"Wayfair::Restaurant Storage > Commercial Tables, Shelving & Sinks > Storage Racks & Shelving Units",Wayfair,Storage Racks & Shelving Units,"Restaurant Storage > Commercial Tables, Shelving & Sinks > Storage Racks & Shelving Units",3,,1,True,
"Wayfair::Restaurant Storage > Commercial Tables, Shelving & Sinks > Commercial Work Tables",Wayfair,Commercial Work Tables,"Restaurant Storage > Commercial Tables, Shelving & Sinks > Commercial Work Tables",3,,1,True,
"Wayfair::Restaurant Storage > Commercial Tables, Shelving & Sinks > Prep Stations",Wayfair,Prep Stations,"Restaurant Storage > Commercial Tables, Shelving & Sinks > Prep Stations",3,,1,True,
"Wayfair::Restaurant Storage > Commercial Tables, Shelving & Sinks > Bar & Hand Sinks",Wayfair,Bar & Hand Sinks,"Restaurant Storage > Commercial Tables, Shelving & Sinks > Bar & Hand Sinks",3,,1,True,
Wayfair::Smallwares,Wayfair,Smallwares,Smallwares,1,,72,False,
Wayfair::Smallwares > Bakeware Sets,Wayfair,Bakeware Sets,Smallwares > Bakeware Sets,2,,1,True,
Wayfair::Smallwares > Baking Sheets & Pans,Wayfair,Baking Sheets & Pans,Smallwares > Baking Sheets & Pans,2,,10,False,
Wayfair::Smallwares > Baking Sheets & Pans > Baking Sheets,Wayfair,Baking Sheets,Smallwares > Baking Sheets & Pans > Baking Sheets,3,,1,True,
Wayfair::Smallwares > Baking Sheets & Pans > Baking Racks & Mats,Wayfair,Baking Racks & Mats,Smallwares > Baking Sheets & Pans > Baking Racks & Mats,3,,1,True,
Wayfair::Smallwares > Baking Sheets & Pans > Pie Pans,Wayfair,Pie Pans,Smallwares > Baking Sheets & Pans > Pie Pans,3,,1,True,
Wayfair::Smallwares > Baking Sheets & Pans > Cake Pans,Wayfair,Cake Pans,Smallwares > Baking Sheets & Pans > Cake Pans,3,,1,True,
Wayfair::Smallwares > Baking Sheets & Pans > Muffin & Cupcake Pans,Wayfair,Muffin & Cupcake Pans,Smallwares > Baking Sheets & Pans > Muffin & Cupcake Pans,3,,1,True,
Wayfair::Smallwares > Baking Sheets & Pans > Bread & Loaf Pans,Wayfair,Bread & Loaf Pans,Smallwares > Baking Sheets & Pans > Bread & Loaf Pans,3,,1,True,
"Wayfair::Smallwares > Baking Sheets & Pans > Pizza Stones, Pans, & Peels",Wayfair,"Pizza Stones, Pans, & Peels","Smallwares > Baking Sheets & Pans > Pizza Stones, Pans, & Peels",3,,1,True,
Wayfair::Smallwares > Baking Sheets & Pans > Ramekins & Souffle Dishes,Wayfair,Ramekins & Souffle Dishes,Smallwares > Baking Sheets & Pans > Ramekins & Souffle Dishes,3,,1,True,
Wayfair::Smallwares > Baking Sheets & Pans > Baking Dishes,Wayfair,Baking Dishes,Smallwares > Baking Sheets & Pans > Baking Dishes,3,,1,True,
Wayfair::Smallwares > Baking Sheets & Pans > Dutch Ovens & Braisers,Wayfair,Dutch Ovens & Braisers,Smallwares > Baking Sheets & Pans > Dutch Ovens & Braisers,3,,1,True,
Wayfair::Smallwares > Barware,Wayfair,Barware,Smallwares > Barware,2,,10,False,
Wayfair::Smallwares > Barware > Wine Glasses,Wayfair,Wine Glasses,Smallwares > Barware > Wine Glasses,3,,1,True,
Wayfair::Smallwares > Barware > Bar & Cocktail Glasses,Wayfair,Bar & Cocktail Glasses,Smallwares > Barware > Bar & Cocktail Glasses,3,,1,True,
Wayfair::Smallwares > Barware > Champagne Glasses & Flutes,Wayfair,Champagne Glasses & Flutes,Smallwares > Barware > Champagne Glasses & Flutes,3,,1,True,
Wayfair::Smallwares > Barware > Bar & Wine Tools,Wayfair,Bar & Wine Tools,Smallwares > Barware > Bar & Wine Tools,3,,1,True,
Wayfair::Smallwares > Barware > Decanters & Carafes,Wayfair,Decanters & Carafes,Smallwares > Barware > Decanters & Carafes,3,,1,True,
Wayfair::Smallwares > Barware > Ice Buckets & Wine Chillers,Wayfair,Ice Buckets & Wine Chillers,Smallwares > Barware > Ice Buckets & Wine Chillers,3,,1,True,
Wayfair::Smallwares > Barware > Coasters,Wayfair,Coasters,Smallwares > Barware > Coasters,3,,1,True,
Wayfair::Smallwares > Barware > Wine Racks,Wayfair,Wine Racks,Smallwares > Barware > Wine Racks,3,,1,True,
Wayfair::Smallwares > Barware > Shot Glasses,Wayfair,Shot Glasses,Smallwares > Barware > Shot Glasses,3,,1,True,
Wayfair::Smallwares > Barware > Sparkling Beverage & Soda Makers,Wayfair,Sparkling Beverage & Soda Makers,Smallwares > Barware > Sparkling Beverage & Soda Makers,3,,1,True,
Wayfair::Smallwares > Buffetware,Wayfair,Buffetware,Smallwares > Buffetware,2,,5,False,
Wayfair::Smallwares > Buffetware > Chafing Dishes,Wayfair,Chafing Dishes,Smallwares > Buffetware > Chafing Dishes,3,,1,True,
Wayfair::Smallwares > Buffetware > Countertop Food & Buffet Warmers,Wayfair,Countertop Food & Buffet Warmers,Smallwares > Buffetware > Countertop Food & Buffet Warmers,3,,1,True,
Wayfair::Smallwares > Buffetware > Display Risers & Stands,Wayfair,Display Risers & Stands,Smallwares > Buffetware > Display Risers & Stands,3,,1,True,
Wayfair::Smallwares > Buffetware > Napkin Rings,Wayfair,Napkin Rings,Smallwares > Buffetware > Napkin Rings,3,,1,True,
Wayfair::Smallwares > Buffetware > Coffee Servers,Wayfair,Coffee Servers,Smallwares > Buffetware > Coffee Servers,3,,1,True,
Wayfair::Smallwares > Cookware Sets,Wayfair,Cookware Sets,Smallwares > Cookware Sets,2,,1,True,
Wayfair::Smallwares > Food Storage Supplies,Wayfair,Food Storage Supplies,Smallwares > Food Storage Supplies,2,,7,False,
Wayfair::Smallwares > Food Storage Supplies > Commercial Food Storage,Wayfair,Commercial Food Storage,Smallwares > Food Storage Supplies > Commercial Food Storage,3,,1,True,
Wayfair::Smallwares > Food Storage Supplies > Bulk Food Storage,Wayfair,Bulk Food Storage,Smallwares > Food Storage Supplies > Bulk Food Storage,3,,1,True,
Wayfair::Smallwares > Food Storage Supplies > Dry Food Dispensers,Wayfair,Dry Food Dispensers,Smallwares > Food Storage Supplies > Dry Food Dispensers,3,,1,True,
Wayfair::Smallwares > Food Storage Supplies > Spice Jars & Spice Racks,Wayfair,Spice Jars & Spice Racks,Smallwares > Food Storage Supplies > Spice Jars & Spice Racks,3,,1,True,
Wayfair::Smallwares > Food Storage Supplies > Vacuum Sealers,Wayfair,Vacuum Sealers,Smallwares > Food Storage Supplies > Vacuum Sealers,3,,1,True,
Wayfair::Smallwares > Food Storage Supplies > Refrigerator Bins,Wayfair,Refrigerator Bins,Smallwares > Food Storage Supplies > Refrigerator Bins,3,,1,True,
Wayfair::Smallwares > Food Storage Supplies > Specialty Food Storage,Wayfair,Specialty Food Storage,Smallwares > Food Storage Supplies > Specialty Food Storage,3,,1,True,
Wayfair::Smallwares > Outdoor Serving & Tableware,Wayfair,Outdoor Serving & Tableware,Smallwares > Outdoor Serving & Tableware,2,,10,False,
Wayfair::Smallwares > Outdoor Serving & Tableware > Outdoor Dinnerware Sets,Wayfair,Outdoor Dinnerware Sets,Smallwares > Outdoor Serving & Tableware > Outdoor Dinnerware Sets,3,,1,True,
Wayfair::Smallwares > Outdoor Serving & Tableware > Outdoor Serving Dishes & Platters,Wayfair,Outdoor Serving Dishes & Platters,Smallwares > Outdoor Serving & Tableware > Outdoor Serving Dishes & Platters,3,,1,True,
Wayfair::Smallwares > Outdoor Serving & Tableware > Outdoor Plates & Saucers,Wayfair,Outdoor Plates & Saucers,Smallwares > Outdoor Serving & Tableware > Outdoor Plates & Saucers,3,,1,True,
Wayfair::Smallwares > Outdoor Serving & Tableware > Outdoor Drinkware,Wayfair,Outdoor Drinkware,Smallwares > Outdoor Serving & Tableware > Outdoor Drinkware,3,,1,True,
Wayfair::Smallwares > Outdoor Serving & Tableware > Outdoor Dining Linens,Wayfair,Outdoor Dining Linens,Smallwares > Outdoor Serving & Tableware > Outdoor Dining Linens,3,,1,True,
"Wayfair::Smallwares > Outdoor Serving & Tableware > Coolers, Baskets & Tubs",Wayfair,"Coolers, Baskets & Tubs","Smallwares > Outdoor Serving & Tableware > Coolers, Baskets & Tubs",3,,1,True,
Wayfair::Smallwares > Outdoor Serving & Tableware > Outdoor Beverage Serveware,Wayfair,Outdoor Beverage Serveware,Smallwares > Outdoor Serving & Tableware > Outdoor Beverage Serveware,3,,1,True,
Wayfair::Smallwares > Outdoor Serving & Tableware > Outdoor Bowls,Wayfair,Outdoor Bowls,Smallwares > Outdoor Serving & Tableware > Outdoor Bowls,3,,1,True,
Wayfair::Smallwares > Outdoor Serving & Tableware > Outdoor Flatware,Wayfair,Outdoor Flatware,Smallwares > Outdoor Serving & Tableware > Outdoor Flatware,3,,1,True,
Wayfair::Smallwares > Outdoor Serving & Tableware > Disposable Tableware,Wayfair,Disposable Tableware,Smallwares > Outdoor Serving & Tableware > Disposable Tableware,3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets",Wayfair,"Pots, Pans & Skillets","Smallwares > Pots, Pans & Skillets",2,,13,False,
"Wayfair::Smallwares > Pots, Pans & Skillets > Frying Pans & Skillets",Wayfair,Frying Pans & Skillets,"Smallwares > Pots, Pans & Skillets > Frying Pans & Skillets",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Sauce Pans",Wayfair,Sauce Pans,"Smallwares > Pots, Pans & Skillets > Sauce Pans",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Stock, Soup & Multi-Pots",Wayfair,"Stock, Soup & Multi-Pots","Smallwares > Pots, Pans & Skillets > Stock, Soup & Multi-Pots",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Woks & Stir Fry Pans",Wayfair,Woks & Stir Fry Pans,"Smallwares > Pots, Pans & Skillets > Woks & Stir Fry Pans",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Saute Pans",Wayfair,Saute Pans,"Smallwares > Pots, Pans & Skillets > Saute Pans",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Grill & Griddle Pans",Wayfair,Grill & Griddle Pans,"Smallwares > Pots, Pans & Skillets > Grill & Griddle Pans",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Fondue Sets",Wayfair,Fondue Sets,"Smallwares > Pots, Pans & Skillets > Fondue Sets",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Pot Inserts & Steamer Baskets",Wayfair,Pot Inserts & Steamer Baskets,"Smallwares > Pots, Pans & Skillets > Pot Inserts & Steamer Baskets",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Roasting Pans",Wayfair,Roasting Pans,"Smallwares > Pots, Pans & Skillets > Roasting Pans",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Dutch Ovens & Braisers",Wayfair,Dutch Ovens & Braisers,"Smallwares > Pots, Pans & Skillets > Dutch Ovens & Braisers",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Egg Poachers",Wayfair,Egg Poachers,"Smallwares > Pots, Pans & Skillets > Egg Poachers",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Pizza Stones, Pans, & Peels",Wayfair,"Pizza Stones, Pans, & Peels","Smallwares > Pots, Pans & Skillets > Pizza Stones, Pans, & Peels",3,,1,True,
"Wayfair::Smallwares > Pots, Pans & Skillets > Pot Racks",Wayfair,Pot Racks,"Smallwares > Pots, Pans & Skillets > Pot Racks",3,,1,True,
Wayfair::Smallwares > Restaurant Signage,Wayfair,Restaurant Signage,Smallwares > Restaurant Signage,2,,4,False,
Wayfair::Smallwares > Restaurant Signage > Menu Signage,Wayfair,Menu Signage,Smallwares > Restaurant Signage > Menu Signage,3,,1,True,
Wayfair::Smallwares > Restaurant Signage > A-Frame Signage & Sign Holders,Wayfair,A-Frame Signage & Sign Holders,Smallwares > Restaurant Signage > A-Frame Signage & Sign Holders,3,,1,True,
Wayfair::Smallwares > Restaurant Signage > Restroom Signage,Wayfair,Restroom Signage,Smallwares > Restaurant Signage > Restroom Signage,3,,1,True,
Wayfair::Smallwares > Restaurant Signage > Exit & Emergency Lights,Wayfair,Exit & Emergency Lights,Smallwares > Restaurant Signage > Exit & Emergency Lights,3,,1,True,
Wayfair::Smallwares > Serveware,Wayfair,Serveware,Smallwares > Serveware,2,,11,False,
Wayfair::Smallwares > Serveware > Serving Trays & Boards,Wayfair,Serving Trays & Boards,Smallwares > Serveware > Serving Trays & Boards,3,,1,True,
Wayfair::Smallwares > Serveware > Serving Bowls & Baskets,Wayfair,Serving Bowls & Baskets,Smallwares > Serveware > Serving Bowls & Baskets,3,,1,True,
Wayfair::Smallwares > Serveware > Cake & Tiered Stands,Wayfair,Cake & Tiered Stands,Smallwares > Serveware > Cake & Tiered Stands,3,,1,True,
Wayfair::Smallwares > Serveware > Beverage Servers & Pitchers,Wayfair,Beverage Servers & Pitchers,Smallwares > Serveware > Beverage Servers & Pitchers,3,,1,True,
Wayfair::Smallwares > Serveware > Condiment & Snack Serveware,Wayfair,Condiment & Snack Serveware,Smallwares > Serveware > Condiment & Snack Serveware,3,,1,True,
Wayfair::Smallwares > Serveware > Serving Utensils,Wayfair,Serving Utensils,Smallwares > Serveware > Serving Utensils,3,,1,True,
Wayfair::Smallwares > Serveware > Completer Sets,Wayfair,Completer Sets,Smallwares > Serveware > Completer Sets,3,,1,True,
Wayfair::Smallwares > Serveware > Chafing Dishes,Wayfair,Chafing Dishes,Smallwares > Serveware > Chafing Dishes,3,,1,True,
Wayfair::Smallwares > Serveware > Salt & Pepper Shakers & Mills,Wayfair,Salt & Pepper Shakers & Mills,Smallwares > Serveware > Salt & Pepper Shakers & Mills,3,,1,True,
Wayfair::Smallwares > Serveware > Tureens,Wayfair,Tureens,Smallwares > Serveware > Tureens,3,,1,True,
Wayfair::Smallwares > Serveware > Pizza Plates,Wayfair,Pizza Plates,Smallwares > Serveware > Pizza Plates,3,,1,True,
Wayfair::Tabletop,Wayfair,Tabletop,Tabletop,1,,26,False,
Wayfair::Tabletop > Dinnerware,Wayfair,Dinnerware,Tabletop > Dinnerware,2,,5,False,
Wayfair::Tabletop > Dinnerware > Dinnerware Sets,Wayfair,Dinnerware Sets,Tabletop > Dinnerware > Dinnerware Sets,3,,1,True,
Wayfair::Tabletop > Dinnerware > Casual Dinnerware Sets,Wayfair,Casual Dinnerware Sets,Tabletop > Dinnerware > Casual Dinnerware Sets,3,,1,True,
Wayfair::Tabletop > Dinnerware > Fine China,Wayfair,Fine China,Tabletop > Dinnerware > Fine China,3,,1,True,
Wayfair::Tabletop > Dinnerware > Plates,Wayfair,Plates,Tabletop > Dinnerware > Plates,3,,1,True,
Wayfair::Tabletop > Dinnerware > Dining Bowls,Wayfair,Dining Bowls,Tabletop > Dinnerware > Dining Bowls,3,,1,True,
Wayfair::Tabletop > Drinkware,Wayfair,Drinkware,Tabletop > Drinkware,2,,8,False,
Wayfair::Tabletop > Drinkware > Drinkware Sets,Wayfair,Drinkware Sets,Tabletop > Drinkware > Drinkware Sets,3,,1,True,
Wayfair::Tabletop > Drinkware > Wine Glasses,Wayfair,Wine Glasses,Tabletop > Drinkware > Wine Glasses,3,,1,True,
Wayfair::Tabletop > Drinkware > Bar & Cocktail Glasses,Wayfair,Bar & Cocktail Glasses,Tabletop > Drinkware > Bar & Cocktail Glasses,3,,1,True,
Wayfair::Tabletop > Drinkware > Champagne Glasses & Flutes,Wayfair,Champagne Glasses & Flutes,Tabletop > Drinkware > Champagne Glasses & Flutes,3,,1,True,
Wayfair::Tabletop > Drinkware > Water Bottles,Wayfair,Water Bottles,Tabletop > Drinkware > Water Bottles,3,,1,True,
Wayfair::Tabletop > Drinkware > Mugs & Teacups,Wayfair,Mugs & Teacups,Tabletop > Drinkware > Mugs & Teacups,3,,1,True,
Wayfair::Tabletop > Drinkware > Travel Mugs & Tumblers,Wayfair,Travel Mugs & Tumblers,Tabletop > Drinkware > Travel Mugs & Tumblers,3,,1,True,
Wayfair::Tabletop > Drinkware > Beverage Servers & Pitchers,Wayfair,Beverage Servers & Pitchers,Tabletop > Drinkware > Beverage Servers & Pitchers,3,,1,True,
Wayfair::Tabletop > Flatware & Silverware,Wayfair,Flatware & Silverware,Tabletop > Flatware & Silverware,2,,4,False,
Wayfair::Tabletop > Flatware & Silverware > Flatware Sets,Wayfair,Flatware Sets,Tabletop > Flatware & Silverware > Flatware Sets,3,,1,True,
Wayfair::Tabletop > Flatware & Silverware > Flatware Single Pieces,Wayfair,Flatware Single Pieces,Tabletop > Flatware & Silverware > Flatware Single Pieces,3,,1,True,
Wayfair::Tabletop > Flatware & Silverware > Serving Utensils,Wayfair,Serving Utensils,Tabletop > Flatware & Silverware > Serving Utensils,3,,1,True,
Wayfair::Tabletop > Flatware & Silverware > Flatware Caddies & Chests,Wayfair,Flatware Caddies & Chests,Tabletop > Flatware & Silverware > Flatware Caddies & Chests,3,,1,True,
Wayfair::Tabletop > Table Accents,Wayfair,Table Accents,Tabletop > Table Accents,2,,9,False,
Wayfair::Tabletop > Table Accents > Flower Centerpieces,Wayfair,Flower Centerpieces,Tabletop > Table Accents > Flower Centerpieces,3,,1,True,
Wayfair::Tabletop > Table Accents > Table Vases,Wayfair,Table Vases,Tabletop > Table Accents > Table Vases,3,,1,True,
Wayfair::Tabletop > Table Accents > Decorative Trays,Wayfair,Decorative Trays,Tabletop > Table Accents > Decorative Trays,3,,1,True,
Wayfair::Tabletop > Table Accents > Table Runners,Wayfair,Table Runners,Tabletop > Table Accents > Table Runners,3,,1,True,
Wayfair::Tabletop > Table Accents > Placemats,Wayfair,Placemats,Tabletop > Table Accents > Placemats,3,,1,True,
Wayfair::Tabletop > Table Accents > Charger Plates,Wayfair,Charger Plates,Tabletop > Table Accents > Charger Plates,3,,1,True,
Wayfair::Tabletop > Table Accents > Napkin Rings,Wayfair,Napkin Rings,Tabletop > Table Accents > Napkin Rings,3,,1,True,
Wayfair::Tabletop > Table Accents > Place Card Holders & Tabletop Markers,Wayfair,Place Card Holders & Tabletop Markers,Tabletop > Table Accents > Place Card Holders & Tabletop Markers,3,,1,True,
Wayfair::Tabletop > Table Accents > Tabletop Candle Holders,Wayfair,Tabletop Candle Holders,Tabletop > Table Accents > Tabletop Candle Holders,3,,1,True,
Wayfair::Facilities & Maintenance,Wayfair,Facilities & Maintenance,Facilities & Maintenance,1,,29,False,
Wayfair::Facilities & Maintenance > Business Signs & Sign Holders,Wayfair,Business Signs & Sign Holders,Facilities & Maintenance > Business Signs & Sign Holders,2,,3,False,
Wayfair::Facilities & Maintenance > Business Signs & Sign Holders > Banner Stands,Wayfair,Banner Stands,Facilities & Maintenance > Business Signs & Sign Holders > Banner Stands,3,,1,True,
Wayfair::Facilities & Maintenance > Business Signs & Sign Holders > Restroom Signage,Wayfair,Restroom Signage,Facilities & Maintenance > Business Signs & Sign Holders > Restroom Signage,3,,1,True,
Wayfair::Facilities & Maintenance > Business Signs & Sign Holders > A-Frame Signage & Sign Holders,Wayfair,A-Frame Signage & Sign Holders,Facilities & Maintenance > Business Signs & Sign Holders > A-Frame Signage & Sign Holders,3,,1,True,
Wayfair::Facilities & Maintenance > Floor Cleaning,Wayfair,Floor Cleaning,Facilities & Maintenance > Floor Cleaning,2,,3,False,
Wayfair::Facilities & Maintenance > Floor Cleaning > Commercial Floor Care,Wayfair,Commercial Floor Care,Facilities & Maintenance > Floor Cleaning > Commercial Floor Care,3,,1,True,
"Wayfair::Facilities & Maintenance > Floor Cleaning > Mops, Brooms, and Dusters",Wayfair,"Mops, Brooms, and Dusters","Facilities & Maintenance > Floor Cleaning > Mops, Brooms, and Dusters",3,,1,True,
Wayfair::Facilities & Maintenance > Floor Cleaning > Vacuums & Deep Cleaners,Wayfair,Vacuums & Deep Cleaners,Facilities & Maintenance > Floor Cleaning > Vacuums & Deep Cleaners,3,,1,True,
Wayfair::Facilities & Maintenance > HVAC,Wayfair,HVAC,Facilities & Maintenance > HVAC,2,,4,False,
Wayfair::Facilities & Maintenance > HVAC > Air Quality,Wayfair,Air Quality,Facilities & Maintenance > HVAC > Air Quality,3,,1,True,
Wayfair::Facilities & Maintenance > HVAC > Cooling,Wayfair,Cooling,Facilities & Maintenance > HVAC > Cooling,3,,1,True,
Wayfair::Facilities & Maintenance > HVAC > Patio and Space Heaters,Wayfair,Patio and Space Heaters,Facilities & Maintenance > HVAC > Patio and Space Heaters,3,,1,True,
Wayfair::Facilities & Maintenance > HVAC > Thermostats,Wayfair,Thermostats,Facilities & Maintenance > HVAC > Thermostats,3,,1,True,
Wayfair::Facilities & Maintenance > Maintenance Storage,Wayfair,Maintenance Storage,Facilities & Maintenance > Maintenance Storage,2,,9,False,
Wayfair::Facilities & Maintenance > Maintenance Storage > Storage Racks & Shelving Units,Wayfair,Storage Racks & Shelving Units,Facilities & Maintenance > Maintenance Storage > Storage Racks & Shelving Units,3,,1,True,
Wayfair::Facilities & Maintenance > Maintenance Storage > Garage Storage Cabinets,Wayfair,Garage Storage Cabinets,Facilities & Maintenance > Maintenance Storage > Garage Storage Cabinets,3,,1,True,
Wayfair::Facilities & Maintenance > Maintenance Storage > Garage Shelving Accessories,Wayfair,Garage Shelving Accessories,Facilities & Maintenance > Maintenance Storage > Garage Shelving Accessories,3,,1,True,
Wayfair::Facilities & Maintenance > Maintenance Storage > Workbenches,Wayfair,Workbenches,Facilities & Maintenance > Maintenance Storage > Workbenches,3,,1,True,
Wayfair::Facilities & Maintenance > Maintenance Storage > Tool Storage,Wayfair,Tool Storage,Facilities & Maintenance > Maintenance Storage > Tool Storage,3,,1,True,
Wayfair::Facilities & Maintenance > Maintenance Storage > Employee Lockers,Wayfair,Employee Lockers,Facilities & Maintenance > Maintenance Storage > Employee Lockers,3,,1,True,
Wayfair::Facilities & Maintenance > Maintenance Storage > Locks,Wayfair,Locks,Facilities & Maintenance > Maintenance Storage > Locks,3,,1,True,
Wayfair::Facilities & Maintenance > Maintenance Storage > Hooks,Wayfair,Hooks,Facilities & Maintenance > Maintenance Storage > Hooks,3,,1,True,
Wayfair::Facilities & Maintenance > Maintenance Storage > Portable Sinks,Wayfair,Portable Sinks,Facilities & Maintenance > Maintenance Storage > Portable Sinks,3,,1,True,
Wayfair::Facilities & Maintenance > Safety & Emergency Supplies,Wayfair,Safety & Emergency Supplies,Facilities & Maintenance > Safety & Emergency Supplies,2,,6,False,
Wayfair::Facilities & Maintenance > Safety & Emergency Supplies > Fire Extinguishers,Wayfair,Fire Extinguishers,Facilities & Maintenance > Safety & Emergency Supplies > Fire Extinguishers,3,,1,True,
Wayfair::Facilities & Maintenance > Safety & Emergency Supplies > Smoke Detectors,Wayfair,Smoke Detectors,Facilities & Maintenance > Safety & Emergency Supplies > Smoke Detectors,3,,1,True,
Wayfair::Facilities & Maintenance > Safety & Emergency Supplies > Exit & Emergency Lights,Wayfair,Exit & Emergency Lights,Facilities & Maintenance > Safety & Emergency Supplies > Exit & Emergency Lights,3,,1,True,
Wayfair::Facilities & Maintenance > Safety & Emergency Supplies > Eye Wash Stations,Wayfair,Eye Wash Stations,Facilities & Maintenance > Safety & Emergency Supplies > Eye Wash Stations,3,,1,True,
Wayfair::Facilities & Maintenance > Safety & Emergency Supplies > Sneeze Guards,Wayfair,Sneeze Guards,Facilities & Maintenance > Safety & Emergency Supplies > Sneeze Guards,3,,1,True,
Wayfair::Facilities & Maintenance > Safety & Emergency Supplies > Stanchions,Wayfair,Stanchions,Facilities & Maintenance > Safety & Emergency Supplies > Stanchions,3,,1,True,
Wayfair::Facilities & Maintenance > Waste & Recycling,Wayfair,Waste & Recycling,Facilities & Maintenance > Waste & Recycling,2,,4,False,
Wayfair::Facilities & Maintenance > Waste & Recycling > Trash & Recycling,Wayfair,Trash & Recycling,Facilities & Maintenance > Waste & Recycling > Trash & Recycling,3,,1,True,
Wayfair::Facilities & Maintenance > Waste & Recycling > Trash Can Accessories,Wayfair,Trash Can Accessories,Facilities & Maintenance > Waste & Recycling > Trash Can Accessories,3,,1,True,
Wayfair::Facilities & Maintenance > Waste & Recycling > Trash Bags & Liners,Wayfair,Trash Bags & Liners,Facilities & Maintenance > Waste & Recycling > Trash Bags & Liners,3,,1,True,
Wayfair::Facilities & Maintenance > Waste & Recycling > Smoking Urns & Ashtrays,Wayfair,Smoking Urns & Ashtrays,Facilities & Maintenance > Waste & Recycling > Smoking Urns & Ashtrays,3,,1,True,
Wayfair::Contractor,Wayfair,Contractor,Contractor,1,,14,False,
Wayfair::Contractor > Hardware & Doors,Wayfair,Hardware & Doors,Contractor > Hardware & Doors,2,,4,False,
Wayfair::Contractor > Hardware & Doors > Cabinets & Cabinet Hardware,Wayfair,Cabinets & Cabinet Hardware,Contractor > Hardware & Doors > Cabinets & Cabinet Hardware,3,,1,True,
