uid,retailer,name,path,level,items,is_leaf,in_scope,coreness
Staples::Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories,Staples,Laptop Accessories,Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories,3,811.0,False,True,0.7651851851851852
Staples::Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Chargers & Adapters,Staples,Laptop Chargers & Adapters,Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Chargers & Adapters,4,245.0,True,True,0.7707826086956522
Staples::Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Docking Stations,Staples,Laptop Docking Stations,Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Docking Stations,4,295.0,True,True,0.7755130434782609
Staples::Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Locks,Staples,Laptop Locks,Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Locks,4,66.0,True,True,0.7198608695652174
Staples::Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Stands & Lap Desks,Staples,Laptop Stands & Lap Desks,Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Stands & Lap Desks,4,205.0,True,True,0.7632695652173913
Staples::Computers & Accessories > Computer Accessories & Peripherals > Laptop Cooling Pads,Staples,Laptop Cooling Pads,Computers & Accessories > Computer Accessories & Peripherals > Laptop Cooling Pads,3,25.0,True,True,0.592962962962963
Staples::Computers & Accessories > Computer Accessories & Peripherals > Mouse Pads & Wrist Rests,Staples,Mouse Pads & Wrist Rests,Computers & Accessories > Computer Accessories & Peripherals > Mouse Pads & Wrist Rests,3,318.0,True,True,0.735
Staples::Computers & Accessories > Computer Accessories & Peripherals > Multi-Factor Authentication,Staples,Multi-Factor Authentication,Computers & Accessories > Computer Accessories & Peripherals > Multi-Factor Authentication,3,9.0,True,True,0.5359259259259259
Staples::Computers & Accessories > Computer Accessories & Peripherals > Webcams,Staples,Webcams,Computers & Accessories > Computer Accessories & Peripherals > Webcams,3,302.0,True,True,0.7337037037037037
Staples::Computers & Accessories > Computer Deals,Staples,Computer Deals,Computers & Accessories > Computer Deals,2,9584.0,True,True,0.7928608923884515
Staples::Computers & Accessories > Computer Monitors & Stands,Staples,Computer Monitors & Stands,Computers & Accessories > Computer Monitors & Stands,2,1235.0,False,True,0.7470866141732284
Staples::Computers & Accessories > Computer Monitors & Stands > Computer Monitors,Staples,Computer Monitors,Computers & Accessories > Computer Monitors & Stands > Computer Monitors,3,574.0,True,True,0.7540740740740741
Staples::Computers & Accessories > Computer Monitors & Stands > Monitor Stands & Mounts,Staples,Monitor Stands & Mounts,Computers & Accessories > Computer Monitors & Stands > Monitor Stands & Mounts,3,661.0,True,True,0.7607407407407408
Staples::Computers & Accessories > Computer Parts & Components,Staples,Computer Parts & Components,Computers & Accessories > Computer Parts & Components,2,716.0,False,True,0.7143307086614175
Staples::Computers & Accessories > Computer Parts & Components > Computer Cards,Staples,Computer Cards,Computers & Accessories > Computer Parts & Components > Computer Cards,3,53.0,True,True,0.6361111111111111
Staples::Computers & Accessories > Computer Parts & Components > Computer Fans,Staples,Computer Fans,Computers & Accessories > Computer Parts & Components > Computer Fans,3,47.0,True,True,0.6305555555555555
Staples::Computers & Accessories > Computer Parts & Components > Computer Processors / CPUs,Staples,Computer Processors / CPUs,Computers & Accessories > Computer Parts & Components > Computer Processors / CPUs,3,124.0,True,True,0.6833333333333333
Staples::Computers & Accessories > Computer Parts & Components > Graphics Cards,Staples,Graphics Cards,Computers & Accessories > Computer Parts & Components > Graphics Cards,3,121.0,True,True,0.6816666666666666
Staples::Computers & Accessories > Computer Parts & Components > Internal Hard Drives,Staples,Internal Hard Drives,Computers & Accessories > Computer Parts & Components > Internal Hard Drives,3,63.0,True,True,0.6464814814814815
Staples::Computers & Accessories > Computer Parts & Components > Memory,Staples,Memory,Computers & Accessories > Computer Parts & Components > Memory,3,73.0,True,True,0.6555555555555556
Staples::Computers & Accessories > Computer Parts & Components > Motherboards,Staples,Motherboards,Computers & Accessories > Computer Parts & Components > Motherboards,3,66.0,True,True,0.6507407407407407
Staples::Computers & Accessories > Computer Parts & Components > Power Supplies,Staples,Power Supplies,Computers & Accessories > Computer Parts & Components > Power Supplies,3,59.0,True,True,0.6414814814814815
Staples::Computers & Accessories > Computer Parts & Components > RAID Controllers,Staples,RAID Controllers,Computers & Accessories > Computer Parts & Components > RAID Controllers,3,5.0,True,True,0.5168518518518519
Staples::Computers & Accessories > Computer Parts & Components > Tower Computer Cases,Staples,Tower Computer Cases,Computers & Accessories > Computer Parts & Components > Tower Computer Cases,3,88.0,True,True,0.6655555555555557
Staples::Computers & Accessories > Computer Parts & Components > Video Capture Devices,Staples,Video Capture Devices,Computers & Accessories > Computer Parts & Components > Video Capture Devices,3,17.0,True,True,0.5701851851851852
Staples::Computers & Accessories > Desktop Computers,Staples,Desktop Computers,Computers & Accessories > Desktop Computers,2,566.0,True,True,0.7008923884514436
Staples::Computers & Accessories > Laptops,Staples,Laptops,Computers & Accessories > Laptops,2,644.0,True,True,0.7084514435695538
Staples::Computers & Accessories > Servers & Accessories,Staples,Servers & Accessories,Computers & Accessories > Servers & Accessories,2,357.0,False,True,0.6740157480314961
Staples::Computers & Accessories > Servers & Accessories > KVM Cables & Switches,Staples,KVM Cables & Switches,Computers & Accessories > Servers & Accessories > KVM Cables & Switches,3,113.0,True,True,0.6779629629629631
Staples::Computers & Accessories > Servers & Accessories > Server Racks & Cabinets,Staples,Server Racks & Cabinets,Computers & Accessories > Servers & Accessories > Server Racks & Cabinets,3,187.0,True,True,0.7111111111111111
Staples::Computers & Accessories > Servers & Accessories > Servers,Staples,Servers,Computers & Accessories > Servers & Accessories > Servers,3,57.0,True,True,0.6401851851851852
Staples::Computers & Accessories > Windows 10 PCs,Staples,Windows 10 PCs,Computers & Accessories > Windows 10 PCs,2,9584.0,True,True,0.7928608923884515
Staples::Decor,Staples,Decor,Decor,1,879.0,False,True,0.06923076923076923
Staples::Decor > Rug Pads,Staples,Rug Pads,Decor > Rug Pads,2,75.0,True,True,0.07469816272965879
Staples::Decor > Rugs,Staples,Rugs,Decor > Rugs,2,804.0,True,True,0.09023622047244095
Staples::Education,Staples,Education,Education,1,15968.0,True,True,0.2876923076923077
Staples::Expanded Assortment,Staples,Expanded Assortment,Expanded Assortment,1,5334.0,False,True,0.0876923076923077
Staples::Expanded Assortment > Books & Magazines,Staples,Books & Magazines,Expanded Assortment > Books & Magazines,2,5334.0,False,True,0.09832020997375329
Staples::Expanded Assortment > Books & Magazines > Antique Books,Staples,Antique Books,Expanded Assortment > Books & Magazines > Antique Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Architecture Books,Staples,Architecture Books,Expanded Assortment > Books & Magazines > Architecture Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Bibles,Staples,Bibles,Expanded Assortment > Books & Magazines > Bibles,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Biography & Autobiography Books,Staples,Biography & Autobiography Books,Expanded Assortment > Books & Magazines > Biography & Autobiography Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Comics & Graphic Novels,Staples,Comics & Graphic Novels,Expanded Assortment > Books & Magazines > Comics & Graphic Novels,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Computer Books,Staples,Computer Books,Expanded Assortment > Books & Magazines > Computer Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Design Books,Staples,Design Books,Expanded Assortment > Books & Magazines > Design Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Drama Books,Staples,Drama Books,Expanded Assortment > Books & Magazines > Drama Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Family & Relationship Books,Staples,Family & Relationship Books,Expanded Assortment > Books & Magazines > Family & Relationship Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Fashion & Beauty Books,Staples,Fashion & Beauty Books,Expanded Assortment > Books & Magazines > Fashion & Beauty Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Fiction Books,Staples,Fiction Books,Expanded Assortment > Books & Magazines > Fiction Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Gaming Books,Staples,Gaming Books,Expanded Assortment > Books & Magazines > Gaming Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Gardening Books,Staples,Gardening Books,Expanded Assortment > Books & Magazines > Gardening Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Health & Fitness Books,Staples,Health & Fitness Books,Expanded Assortment > Books & Magazines > Health & Fitness Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > History Books,Staples,History Books,Expanded Assortment > Books & Magazines > History Books,3,5334.0,True,True,0.09969907407407408
Staples::Expanded Assortment > Books & Magazines > House & Home Books,Staples,House & Home Books,Expanded Assortment > Books & Magazines > House & Home Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Humor,Staples,Humor,Expanded Assortment > Books & Magazines > Humor,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples,Juvenile Fiction,Expanded Assortment > Books & Magazines > Juvenile Fiction,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples,Juvenile Non-Fiction,Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples,Language Arts & Discipline Books,Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples,Law Books,Expanded Assortment > Books & Magazines > Law Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples,Literary Collection Books,Expanded Assortment > Books & Magazines > Literary Collection Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples,Literary Criticism Books,Expanded Assortment > Books & Magazines > Literary Criticism Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Magazines,Staples,Magazines,Expanded Assortment > Books & Magazines > Magazines,3,5334.0,True,True,0.09969907407407408
Staples::Expanded Assortment > Books & Magazines > Mathematics Books,Staples,Mathematics Books,Expanded Assortment > Books & Magazines > Mathematics Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Music Books,Staples,Music Books,Expanded Assortment > Books & Magazines > Music Books,3,5334.0,True,True,0.09969907407407408
Staples::Expanded Assortment > Books & Magazines > Nature Books,Staples,Nature Books,Expanded Assortment > Books & Magazines > Nature Books,3,5334.0,True,True,0.09969907407407408
Staples::Expanded Assortment > Books & Magazines > Performing Art Books,Staples,Performing Art Books,Expanded Assortment > Books & Magazines > Performing Art Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Pet Books,Staples,Pet Books,Expanded Assortment > Books & Magazines > Pet Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Philosophy Books,Staples,Philosophy Books,Expanded Assortment > Books & Magazines > Philosophy Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Photography Books,Staples,Photography Books,Expanded Assortment > Books & Magazines > Photography Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Poetry Books,Staples,Poetry Books,Expanded Assortment > Books & Magazines > Poetry Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Political Science Books,Staples,Political Science Books,Expanded Assortment > Books & Magazines > Political Science Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Psychology Books,Staples,Psychology Books,Expanded Assortment > Books & Magazines > Psychology Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Religion Books,Staples,Religion Books,Expanded Assortment > Books & Magazines > Religion Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Science Books,Staples,Science Books,Expanded Assortment > Books & Magazines > Science Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Self-Help Books,Staples,Self-Help Books,Expanded Assortment > Books & Magazines > Self-Help Books,3,5334.0,True,True,0.09969907407407408
Staples::Expanded Assortment > Books & Magazines > Social Science Books,Staples,Social Science Books,Expanded Assortment > Books & Magazines > Social Science Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Sports & Recreation Books,Staples,Sports & Recreation Books,Expanded Assortment > Books & Magazines > Sports & Recreation Books,3,2.0,True,True,0.06222222222222223
Staples::Expanded Assortment > Books & Magazines > Study Aids,Staples,Study Aids,Expanded Assortment > Books & Magazines > Study Aids,3,5334.0,True,True,0.09969907407407408
Staples::Expanded Assortment > Books & Magazines > Technology & Engineering Books,Staples,Technology & Engineering Books,Expanded Assortment > Books & Magazines > Technology & Engineering Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Transportation Books,Staples,Transportation Books,Expanded Assortment > Books & Magazines > Transportation Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Travel Books,Staples,Travel Books,Expanded Assortment > Books & Magazines > Travel Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Wedding Books,Staples,Wedding Books,Expanded Assortment > Books & Magazines > Wedding Books,3,5332.0,True,True,0.09868055555555555
Staples::Expanded Assortment > Books & Magazines > Young Adult Fiction,Staples,Young Adult Fiction,Expanded Assortment > Books & Magazines > Young Adult Fiction,3,5332.0,True,True,0.09868055555555555
"Staples::Expanded Assortment > Clothing, Shoes & Accessories",Staples,"Clothing, Shoes & Accessories","Expanded Assortment > Clothing, Shoes & Accessories",2,15.0,False,True,0.06734908136482941
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Kids' Clothing",Staples,Kids' Clothing,"Expanded Assortment > Clothing, Shoes & Accessories > Kids' Clothing",3,0.0,False,True,0.060231481481481476
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Kids' Clothing > Kids' Shirts",Staples,Kids' Shirts,"Expanded Assortment > Clothing, Shoes & Accessories > Kids' Clothing > Kids' Shirts",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories",Staples,Men's Accessories,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories",3,0.0,False,True,0.060231481481481476
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories > Men's Belts & Suspenders",Staples,Men's Belts & Suspenders,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories > Men's Belts & Suspenders",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories > Men's Gloves",Staples,Men's Gloves,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories > Men's Gloves",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories > Men's Hats",Staples,Men's Hats,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories > Men's Hats",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories > Men's Underwear",Staples,Men's Underwear,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Accessories > Men's Underwear",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Activewear",Staples,Men's Activewear,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Activewear",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Jeans",Staples,Men's Jeans,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Jeans",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Outerwear",Staples,Men's Outerwear,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Outerwear",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Overalls",Staples,Men's Overalls,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Overalls",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Pants",Staples,Men's Pants,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Pants",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts",Staples,Men's Shirts,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts",3,0.0,False,True,0.060231481481481476
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts > Men's Dress Shirts",Staples,Men's Dress Shirts,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts > Men's Dress Shirts",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts > Men's Polo Shirts",Staples,Men's Polo Shirts,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts > Men's Polo Shirts",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts > Men's Sweaters",Staples,Men's Sweaters,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts > Men's Sweaters",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts > Men's T-Shirts",Staples,Men's T-Shirts,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Shirts > Men's T-Shirts",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Shoes",Staples,Men's Shoes,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Shoes",3,0.0,False,True,0.060231481481481476
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Shoes > Men's Boots",Staples,Men's Boots,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Shoes > Men's Boots",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Shoes > Men's Casual Shoes",Staples,Men's Casual Shoes,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Shoes > Men's Casual Shoes",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Shoes > Men's Clogs",Staples,Men's Clogs,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Shoes > Men's Clogs",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Sleepwear",Staples,Men's Sleepwear,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Sleepwear",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Men's Sport Coats & Blazers",Staples,Men's Sport Coats & Blazers,"Expanded Assortment > Clothing, Shoes & Accessories > Men's Sport Coats & Blazers",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel",Staples,Salon & Spa Apparel,"Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel",3,1.0,False,True,0.06111111111111111
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Barber Jackets & Stylist Apparel",Staples,Barber Jackets & Stylist Apparel,"Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Barber Jackets & Stylist Apparel",4,1.0,True,True,0.06354782608695651
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Client Smocks",Staples,Client Smocks,"Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Client Smocks",4,1.0,True,True,0.06354782608695651
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Esthetician Jackets & Uniforms",Staples,Esthetician Jackets & Uniforms,"Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Esthetician Jackets & Uniforms",4,1.0,True,True,0.06354782608695651
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Headwear",Staples,Headwear,"Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Headwear",4,1.0,True,True,0.06354782608695651
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Spa Disposables",Staples,Spa Disposables,"Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Spa Disposables",4,1.0,True,True,0.06354782608695651
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Spa Mitts & Footwear",Staples,Spa Mitts & Footwear,"Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Spa Mitts & Footwear",4,1.0,True,True,0.06354782608695651
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Spa Robes & Wraps",Staples,Spa Robes & Wraps,"Expanded Assortment > Clothing, Shoes & Accessories > Salon & Spa Apparel > Spa Robes & Wraps",4,1.0,True,True,0.06354782608695651
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Shoe Care",Staples,Shoe Care,"Expanded Assortment > Clothing, Shoes & Accessories > Shoe Care",3,2.0,True,True,0.06222222222222223
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories",Staples,Women's Accessories,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories",3,12.0,False,True,0.06881944444444445
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories > Women's Gloves",Staples,Women's Gloves,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories > Women's Gloves",4,12.0,True,True,0.0767304347826087
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories > Women's Hats",Staples,Women's Hats,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories > Women's Hats",4,12.0,True,True,0.0767304347826087
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories > Women's Socks & Tights",Staples,Women's Socks & Tights,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories > Women's Socks & Tights",4,12.0,True,True,0.0767304347826087
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories > Women's Underwear",Staples,Women's Underwear,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Accessories > Women's Underwear",4,12.0,True,True,0.0767304347826087
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear",Staples,Women's Activewear,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear",3,0.0,False,True,0.060231481481481476
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active Jackets",Staples,Women's Active Jackets,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active Jackets",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active Pants",Staples,Women's Active Pants,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active Pants",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active Shoes",Staples,Women's Active Shoes,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active Shoes",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active Sweaters & Hoodies",Staples,Women's Active Sweaters & Hoodies,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active Sweaters & Hoodies",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active T-Shirts",Staples,Women's Active T-Shirts,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Activewear > Women's Active T-Shirts",4,0.0,True,True,0.06093913043478261
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Blazers",Staples,Women's Blazers,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Blazers",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Clogs",Staples,Women's Clogs,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Clogs",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Outerwear",Staples,Women's Outerwear,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Outerwear",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Pants",Staples,Women's Pants,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Pants",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Sleepwear",Staples,Women's Sleepwear,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Sleepwear",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Tops",Staples,Women's Tops,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Tops",3,15.0,True,True,0.07041666666666667
"Staples::Expanded Assortment > Clothing, Shoes & Accessories > Women's Work Boots",Staples,Women's Work Boots,"Expanded Assortment > Clothing, Shoes & Accessories > Women's Work Boots",3,15.0,True,True,0.07041666666666667
Staples::Expanded Assortment > Fitness,Staples,Fitness,Expanded Assortment > Fitness,2,0.0,True,True,0.06015748031496063
Staples::Expanded Assortment > Outdoors & Recreation,Staples,Outdoors & Recreation,Expanded Assortment > Outdoors & Recreation,2,1304.0,True,True,0.09359580052493438
Staples::Expanded Assortment > Paint & Paint Supplies,Staples,Paint & Paint Supplies,Expanded Assortment > Paint & Paint Supplies,2,68.0,False,True,0.07396325459317586
Staples::Expanded Assortment > Paint & Paint Supplies > Paint Brushes,Staples,Paint Brushes,Expanded Assortment > Paint & Paint Supplies > Paint Brushes,3,1.0,True,True,0.06111111111111111
Staples::Expanded Assortment > Paint & Paint Supplies > Paint Rollers,Staples,Paint Rollers,Expanded Assortment > Paint & Paint Supplies > Paint Rollers,3,22.0,True,True,0.07236111111111111
Staples::Expanded Assortment > Paint & Paint Supplies > Paint Strippers,Staples,Paint Strippers,Expanded Assortment > Paint & Paint Supplies > Paint Strippers,3,43.0,True,True,0.0781712962962963
Staples::Expanded Assortment > Paint & Paint Supplies > Paint Trays & Liners,Staples,Paint Trays & Liners,Expanded Assortment > Paint & Paint Supplies > Paint Trays & Liners,3,2.0,True,True,0.06222222222222223
Staples::Expanded Assortment > Paint & Paint Supplies > Paints,Staples,Paints,Expanded Assortment > Paint & Paint Supplies > Paints,3,67.0,True,True,0.08150462962962964
Staples::Expanded Assortment > Paint & Paint Supplies > Spray Guns,Staples,Spray Guns,Expanded Assortment > Paint & Paint Supplies > Spray Guns,3,43.0,True,True,0.0781712962962963
Staples::Expanded Assortment > Personal Care & Eyewear,Staples,Personal Care & Eyewear,Expanded Assortment > Personal Care & Eyewear,2,13.0,False,True,0.06687664041994751
Staples::Expanded Assortment > Personal Care & Eyewear > Electric Shavers,Staples,Electric Shavers,Expanded Assortment > Personal Care & Eyewear > Electric Shavers,3,2.0,True,True,0.06222222222222223
