uid,retailer,name,path,level,items,is_leaf,in_scope,coreness
Staples::Office Supplies > Stamps & Stamp Pads,Staples,Stamps & Stamp Pads,Office Supplies > Stamps & Stamp Pads,2,200.0,True,True,0.8036745406824147
Staples::Office Supplies > Staplers & Staples,Staples,Staplers & Staples,Office Supplies > Staplers & Staples,2,265.0,False,True,0.8236220472440945
Staples::Office Supplies > Staplers & Staples > Staple Removers,Staples,Staple Removers,Office Supplies > Staplers & Staples > Staple Removers,3,11.0,True,True,0.6837962962962962
Staples::Office Supplies > Staplers & Staples > Staplers,Staples,Staplers,Office Supplies > Staplers & Staples > Staplers,3,186.0,True,True,0.887962962962963
Staples::Office Supplies > Staplers & Staples > Staples,Staples,Staples,Office Supplies > Staplers & Staples > Staples,3,68.0,True,True,0.8164351851851852
Staples::Office Supplies > Storage & Organization,Staples,Storage & Organization,Office Supplies > Storage & Organization,2,1476.0,False,True,0.952755905511811
Staples::Office Supplies > Storage & Organization > Storage Baskets,Staples,Storage Baskets,Office Supplies > Storage & Organization > Storage Baskets,3,95.0,True,True,0.8356481481481481
Staples::Office Supplies > Storage & Organization > Storage Bins,Staples,Storage Bins,Office Supplies > Storage & Organization > Storage Bins,3,660.0,True,True,0.950462962962963
Staples::Office Supplies > Storage & Organization > Storage Containers & Boxes,Staples,Storage Containers & Boxes,Office Supplies > Storage & Organization > Storage Containers & Boxes,3,428.0,True,True,0.9328703703703703
Staples::Office Supplies > Storage & Organization > Storage Drawers,Staples,Storage Drawers,Office Supplies > Storage & Organization > Storage Drawers,3,89.0,True,True,0.8326388888888889
Staples::Office Supplies > Storage & Organization > Storage Furniture,Staples,Storage Furniture,Office Supplies > Storage & Organization > Storage Furniture,3,0.0,True,True,0.6023148148148147
"Staples::Office Supplies > Tape, Fasteners & Adhesives",Staples,"Tape, Fasteners & Adhesives","Office Supplies > Tape, Fasteners & Adhesives",2,1753.0,False,True,0.9611548556430446
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Adhesive Dots & Tape Runners",Staples,Adhesive Dots & Tape Runners,"Office Supplies > Tape, Fasteners & Adhesives > Adhesive Dots & Tape Runners",3,36.0,True,True,0.762962962962963
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Glue & Glue Sticks",Staples,Glue & Glue Sticks,"Office Supplies > Tape, Fasteners & Adhesives > Glue & Glue Sticks",3,185.0,True,True,0.8870370370370371
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Hot Glue Sticks & Guns",Staples,Hot Glue Sticks & Guns,"Office Supplies > Tape, Fasteners & Adhesives > Hot Glue Sticks & Guns",3,42.0,True,True,0.7796296296296297
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Mounting",Staples,Mounting,"Office Supplies > Tape, Fasteners & Adhesives > Mounting",3,281.0,False,True,0.912962962962963
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Mounting > Hook and Loop Fasteners",Staples,Hook and Loop Fasteners,"Office Supplies > Tape, Fasteners & Adhesives > Mounting > Hook and Loop Fasteners",4,99.0,True,True,0.9248695652173913
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Mounting > Hooks & Hanging Strips",Staples,Hooks & Hanging Strips,"Office Supplies > Tape, Fasteners & Adhesives > Mounting > Hooks & Hanging Strips",4,165.0,True,True,0.9436521739130435
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Mounting > Putty",Staples,Putty,"Office Supplies > Tape, Fasteners & Adhesives > Mounting > Putty",4,17.0,True,True,0.7982608695652174
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape",Staples,Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape",3,1209.0,False,True,0.9657407407407408
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Arts & Crafts Tape",Staples,Arts & Crafts Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Arts & Crafts Tape",4,32.0,True,True,0.8386086956521739
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Duct Tape",Staples,Duct Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Duct Tape",4,100.0,True,True,0.9255652173913044
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Electrical Tape",Staples,Electrical Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Electrical Tape",4,22.0,True,True,0.8160000000000001
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Filament & Strapping Tape",Staples,Filament & Strapping Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Filament & Strapping Tape",4,52.0,True,True,0.8820869565217391
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Gaffers Tape",Staples,Gaffers Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Gaffers Tape",4,26.0,True,True,0.8271304347826087
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Masking Tape",Staples,Masking Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Masking Tape",4,149.0,True,True,0.9401739130434783
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Mounting Tape",Staples,Mounting Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Mounting Tape",4,45.0,True,True,0.8667826086956522
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Packing Tape",Staples,Packing Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Packing Tape",4,271.0,True,True,0.9676521739130435
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Safety & Reflective Tape",Staples,Safety & Reflective Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Safety & Reflective Tape",4,226.0,True,True,0.9575652173913043
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Security Tape",Staples,Security Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Security Tape",4,38.0,True,True,0.8528695652173912
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape > Specialty Tape",Staples,Specialty Tape,"Office Supplies > Tape, Fasteners & Adhesives > Tape > Specialty Tape",4,80.0,True,True,0.9109565217391304
"Staples::Office Supplies > Tape, Fasteners & Adhesives > Tape Dispensers",Staples,Tape Dispensers,"Office Supplies > Tape, Fasteners & Adhesives > Tape Dispensers",3,28.0,True,True,0.75
Staples::Office Supplies > Writing Supplies & Instruments,Staples,Writing Supplies & Instruments,Office Supplies > Writing Supplies & Instruments,2,2835.0,False,True,0.9706036745406824
Staples::Office Supplies > Writing Supplies & Instruments > Correction & White Out,Staples,Correction & White Out,Office Supplies > Writing Supplies & Instruments > Correction & White Out,3,63.0,True,True,0.8081018518518519
Staples::Office Supplies > Writing Supplies & Instruments > Erasers,Staples,Erasers,Office Supplies > Writing Supplies & Instruments > Erasers,3,66.0,True,True,0.8134259259259259
Staples::Office Supplies > Writing Supplies & Instruments > Highlighters,Staples,Highlighters,Office Supplies > Writing Supplies & Instruments > Highlighters,3,154.0,True,True,0.8782407407407407
Staples::Office Supplies > Writing Supplies & Instruments > Markers,Staples,Markers,Office Supplies > Writing Supplies & Instruments > Markers,3,470.0,True,True,0.9375
Staples::Office Supplies > Writing Supplies & Instruments > Pencil Accessories,Staples,Pencil Accessories,Office Supplies > Writing Supplies & Instruments > Pencil Accessories,3,202.0,False,True,0.8944444444444444
Staples::Office Supplies > Writing Supplies & Instruments > Pencil Accessories > Pencil Accessories,Staples,Pencil Accessories,Office Supplies > Writing Supplies & Instruments > Pencil Accessories > Pencil Accessories,4,26.0,True,True,0.8271304347826087
Staples::Office Supplies > Writing Supplies & Instruments > Pencil Accessories > Pencil Cases & Pouches,Staples,Pencil Cases & Pouches,Office Supplies > Writing Supplies & Instruments > Pencil Accessories > Pencil Cases & Pouches,4,107.0,True,True,0.9276521739130434
Staples::Office Supplies > Writing Supplies & Instruments > Pencil Accessories > Pencil Sharpeners,Staples,Pencil Sharpeners,Office Supplies > Writing Supplies & Instruments > Pencil Accessories > Pencil Sharpeners,4,69.0,True,True,0.904
Staples::Office Supplies > Writing Supplies & Instruments > Pencils,Staples,Pencils,Office Supplies > Writing Supplies & Instruments > Pencils,3,376.0,True,True,0.9273148148148148
Staples::Office Supplies > Writing Supplies & Instruments > Pens,Staples,Pens,Office Supplies > Writing Supplies & Instruments > Pens,3,1504.0,True,True,0.9680555555555556
Staples::Paper,Staples,Paper,Paper,1,12881.0,False,True,0.9487179487179487
Staples::Paper > Business & Loyalty Cards,Staples,Business & Loyalty Cards,Paper > Business & Loyalty Cards,2,826.0,True,True,0.9065616797900262
Staples::Paper > Card Stock,Staples,Card Stock,Paper > Card Stock,2,634.0,True,True,0.8834645669291339
Staples::Paper > Certificates & Holders,Staples,Certificates & Holders,Paper > Certificates & Holders,2,223.0,True,True,0.8152230971128609
Staples::Paper > Classroom Paper,Staples,Classroom Paper,Paper > Classroom Paper,2,146.0,True,True,0.7853018372703412
Staples::Paper > Construction Paper,Staples,Construction Paper,Paper > Construction Paper,2,301.0,True,True,0.8320209973753281
Staples::Paper > Easel Pads,Staples,Easel Pads,Paper > Easel Pads,2,62.0,True,True,0.7359580052493438
Staples::Paper > Envelopes,Staples,Envelopes,Paper > Envelopes,2,4854.0,False,True,0.9811023622047244
Staples::Paper > Envelopes > Envelopes,Staples,Envelopes,Paper > Envelopes > Envelopes,3,4812.0,True,True,0.9777777777777777
Staples::Paper > Envelopes > Finger Pads & Moisteners,Staples,Finger Pads & Moisteners,Paper > Envelopes > Finger Pads & Moisteners,3,42.0,True,True,0.7796296296296297
Staples::Paper > Fine Business & Resume Papers,Staples,Fine Business & Resume Papers,Paper > Fine Business & Resume Papers,2,89.0,True,True,0.7553805774278215
Staples::Paper > Index Cards,Staples,Index Cards,Paper > Index Cards,2,105.0,True,True,0.7700787401574803
Staples::Paper > Loose Leaf & Graph Paper,Staples,Loose Leaf & Graph Paper,Paper > Loose Leaf & Graph Paper,2,72.0,True,True,0.7443569553805774
Staples::Paper > Notebooks,Staples,Notebooks,Paper > Notebooks,2,830.0,True,True,0.9081364829396326
Staples::Paper > Post-it® & Sticky Notes,Staples,Post-it® & Sticky Notes,Paper > Post-it® & Sticky Notes,2,501.0,True,True,0.8677165354330709
Staples::Paper > Specialty Paper Products,Staples,Specialty Paper Products,Paper > Specialty Paper Products,2,340.0,False,True,0.8362204724409449
Staples::Paper > Specialty Paper Products > POS Paper,Staples,POS Paper,Paper > Specialty Paper Products > POS Paper,3,173.0,True,True,0.8844907407407407
Staples::Paper > Specialty Paper Products > Presentation & Photo Paper,Staples,Presentation & Photo Paper,Paper > Specialty Paper Products > Presentation & Photo Paper,3,130.0,True,True,0.856712962962963
Staples::Paper > Specialty Paper Products > Security & Carbon Paper,Staples,Security & Carbon Paper,Paper > Specialty Paper Products > Security & Carbon Paper,3,37.0,True,True,0.7652777777777777
Staples::Paper > Stationery & Invitations,Staples,Stationery & Invitations,Paper > Stationery & Invitations,2,1427.0,True,True,0.9501312335958005
Staples::Paper > Thermal Fax Paper Rolls,Staples,Thermal Fax Paper Rolls,Paper > Thermal Fax Paper Rolls,2,2.0,True,True,0.6157480314960629
Staples::Paper > Wide Format Paper,Staples,Wide Format Paper,Paper > Wide Format Paper,2,174.0,True,True,0.7963254593175852
Staples::Party Supplies,Staples,Party Supplies,Party Supplies,1,4545.0,False,True,0.3384615384615385
Staples::Party Supplies > Anniversary Supplies,Staples,Anniversary Supplies,Party Supplies > Anniversary Supplies,2,13.0,True,True,0.26750656167979003
Staples::Party Supplies > Balloons & Accessories,Staples,Balloons & Accessories,Party Supplies > Balloons & Accessories,2,466.0,False,True,0.3445669291338582
Staples::Party Supplies > Balloons & Accessories > Balloon Accessories,Staples,Balloon Accessories,Party Supplies > Balloons & Accessories > Balloon Accessories,3,12.0,True,True,0.2752777777777778
Staples::Party Supplies > Balloons & Accessories > Balloons,Staples,Balloons,Party Supplies > Balloons & Accessories > Balloons,3,454.0,True,True,0.37407407407407406
Staples::Party Supplies > Disposable Bowls,Staples,Disposable Bowls,Party Supplies > Disposable Bowls,2,35.0,True,True,0.2805249343832021
Staples::Party Supplies > Disposable Cup Lids & Sleeves,Staples,Disposable Cup Lids & Sleeves,Party Supplies > Disposable Cup Lids & Sleeves,2,47.0,True,True,0.287244094488189
Staples::Party Supplies > Disposable Cups,Staples,Disposable Cups,Party Supplies > Disposable Cups,2,217.0,True,True,0.32440944881889766
Staples::Party Supplies > Disposable Cutlery & Dispensers,Staples,Disposable Cutlery & Dispensers,Party Supplies > Disposable Cutlery & Dispensers,2,146.0,True,True,0.3141207349081365
Staples::Party Supplies > Disposable Plates,Staples,Disposable Plates,Party Supplies > Disposable Plates,2,251.0,True,True,0.3290288713910761
Staples::Party Supplies > Napkins,Staples,Napkins,Party Supplies > Napkins,2,224.0,True,True,0.32650918635170606
Staples::Party Supplies > Party Décor,Staples,Party Décor,Party Supplies > Party Décor,2,319.0,True,True,0.3336482939632546
Staples::Party Supplies > Party Favors & Costumes,Staples,Party Favors & Costumes,Party Supplies > Party Favors & Costumes,2,439.0,False,True,0.34330708661417325
Staples::Party Supplies > Party Favors & Costumes > Costumes & Accessories,Staples,Costumes & Accessories,Party Supplies > Party Favors & Costumes > Costumes & Accessories,3,121.0,True,True,0.3408333333333333
Staples::Party Supplies > Party Favors & Costumes > Favor Bags & Boxes,Staples,Favor Bags & Boxes,Party Supplies > Party Favors & Costumes > Favor Bags & Boxes,3,33.0,True,True,0.3035185185185185
Staples::Party Supplies > Party Favors & Costumes > Party Favors,Staples,Party Favors,Party Supplies > Party Favors & Costumes > Party Favors,3,131.0,True,True,0.34305555555555556
Staples::Party Supplies > Party Favors & Costumes > Party Hats,Staples,Party Hats,Party Supplies > Party Favors & Costumes > Party Hats,3,439.0,True,True,0.3735185185185185
Staples::Party Supplies > Party Supply Kits,Staples,Party Supply Kits,Party Supplies > Party Supply Kits,2,64.0,True,True,0.29501312335958
"Staples::Party Supplies > Ribbon, Bows & Wrapping Supplies",Staples,"Ribbon, Bows & Wrapping Supplies","Party Supplies > Ribbon, Bows & Wrapping Supplies",2,191.0,True,True,0.3206299212598425
Staples::Party Supplies > Stirrers & Straws,Staples,Stirrers & Straws,Party Supplies > Stirrers & Straws,2,23.0,True,True,0.27443569553805774
Staples::Party Supplies > Wedding Supplies,Staples,Wedding Supplies,Party Supplies > Wedding Supplies,2,71.0,False,True,0.2969028871391076
Staples::Party Supplies > Wedding Supplies > Wedding Decorations & Supplies,Staples,Wedding Decorations & Supplies,Party Supplies > Wedding Supplies > Wedding Decorations & Supplies,3,46.0,True,True,0.31444444444444447
Staples::Party Supplies > Wedding Supplies > Wedding Favors,Staples,Wedding Favors,Party Supplies > Wedding Supplies > Wedding Favors,3,15.0,True,True,0.2816666666666667
Staples::Party Supplies > Wedding Supplies > Wedding Glassware,Staples,Wedding Glassware,Party Supplies > Wedding Supplies > Wedding Glassware,3,5.0,True,True,0.25842592592592595
Staples::Party Supplies > Wrapping Supplies,Staples,Wrapping Supplies,Party Supplies > Wrapping Supplies,2,808.0,False,True,0.36136482939632547
Staples::Party Supplies > Wrapping Supplies > Clear Tape,Staples,Clear Tape,Party Supplies > Wrapping Supplies > Clear Tape,3,103.0,True,True,0.33666666666666667
Staples::Party Supplies > Wrapping Supplies > Double Sided Tape,Staples,Double Sided Tape,Party Supplies > Wrapping Supplies > Double Sided Tape,3,37.0,True,True,0.3061111111111111
Staples::Party Supplies > Wrapping Supplies > Gift Boxes & Bags,Staples,Gift Boxes & Bags,Party Supplies > Wrapping Supplies > Gift Boxes & Bags,3,123.0,True,True,0.3412962962962963
Staples::Party Supplies > Wrapping Supplies > Gift Wrap & Wrapping Paper,Staples,Gift Wrap & Wrapping Paper,Party Supplies > Wrapping Supplies > Gift Wrap & Wrapping Paper,3,149.0,True,True,0.3498148148148148
Staples::Party Supplies > Wrapping Supplies > Tissue Paper,Staples,Tissue Paper,Party Supplies > Wrapping Supplies > Tissue Paper,3,71.0,True,True,0.3274074074074074
"Staples::Phones, Cameras & Electronics",Staples,"Phones, Cameras & Electronics","Phones, Cameras & Electronics",1,3331.0,False,True,0.3220512820512821
"Staples::Phones, Cameras & Electronics > Cameras, Camcorders & Accessories",Staples,"Cameras, Camcorders & Accessories","Phones, Cameras & Electronics > Cameras, Camcorders & Accessories",2,373.0,False,True,0.3374278215223097
"Staples::Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Camera & Camcorder Accessories",Staples,Camera & Camcorder Accessories,"Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Camera & Camcorder Accessories",3,129.0,True,True,0.34240740740740744
"Staples::Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Cameras & Camcorders",Staples,Cameras & Camcorders,"Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Cameras & Camcorders",3,220.0,True,True,0.36129629629629634
"Staples::Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Digital Picture Frames",Staples,Digital Picture Frames,"Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Digital Picture Frames",3,24.0,True,True,0.2938888888888889
"Staples::Phones, Cameras & Electronics > Cell Phone Accessories",Staples,Cell Phone Accessories,"Phones, Cameras & Electronics > Cell Phone Accessories",2,227.0,True,True,0.3269291338582678
"Staples::Phones, Cameras & Electronics > Cell Phone Cases",Staples,Cell Phone Cases,"Phones, Cameras & Electronics > Cell Phone Cases",2,1065.0,True,True,0.3689238845144357
"Staples::Phones, Cameras & Electronics > Cell Phone Mounts & Holders",Staples,Cell Phone Mounts & Holders,"Phones, Cameras & Electronics > Cell Phone Mounts & Holders",2,84.0,True,True,0.3011023622047244
"Staples::Phones, Cameras & Electronics > Cell Phone Screen Protectors",Staples,Cell Phone Screen Protectors,"Phones, Cameras & Electronics > Cell Phone Screen Protectors",2,243.0,True,True,0.3281889763779528
"Staples::Phones, Cameras & Electronics > Cell Phones",Staples,Cell Phones,"Phones, Cameras & Electronics > Cell Phones",2,22.0,True,True,0.27380577427821523
"Staples::Phones, Cameras & Electronics > Chargers & Charging Cables",Staples,Chargers & Charging Cables,"Phones, Cameras & Electronics > Chargers & Charging Cables",2,778.0,True,True,0.3596850393700788
"Staples::Phones, Cameras & Electronics > Drones & UAV",Staples,Drones & UAV,"Phones, Cameras & Electronics > Drones & UAV",2,9.0,True,True,0.26120734908136484
"Staples::Phones, Cameras & Electronics > GPS",Staples,GPS,"Phones, Cameras & Electronics > GPS",2,33.0,False,True,0.2794750656167979
"Staples::Phones, Cameras & Electronics > GPS > GPS Accessories",Staples,GPS Accessories,"Phones, Cameras & Electronics > GPS > GPS Accessories",3,5.0,True,True,0.25842592592592595
"Staples::Phones, Cameras & Electronics > GPS > GPS Navigation Units",Staples,GPS Navigation Units,"Phones, Cameras & Electronics > GPS > GPS Navigation Units",3,28.0,True,True,0.30000000000000004
"Staples::Phones, Cameras & Electronics > Phones & Accessories",Staples,Phones & Accessories,"Phones, Cameras & Electronics > Phones & Accessories",2,1508.0,False,True,0.38236220472440946
"Staples::Phones, Cameras & Electronics > Phones & Accessories > Landline Phones",Staples,Landline Phones,"Phones, Cameras & Electronics > Phones & Accessories > Landline Phones",3,52.0,True,True,0.3175
"Staples::Phones, Cameras & Electronics > Phones & Accessories > Office Phones",Staples,Office Phones,"Phones, Cameras & Electronics > Phones & Accessories > Office Phones",3,142.0,True,True,0.3462962962962963
"Staples::Phones, Cameras & Electronics > Phones & Accessories > Phone Accessories",Staples,Phone Accessories,"Phones, Cameras & Electronics > Phones & Accessories > Phone Accessories",3,227.0,True,True,0.3616666666666667
"Staples::Phones, Cameras & Electronics > Stylus & Smart Pens",Staples,Stylus & Smart Pens,"Phones, Cameras & Electronics > Stylus & Smart Pens",2,76.0,True,True,0.2992125984251969
Staples::Printers & Scanners,Staples,Printers & Scanners,Printers & Scanners,1,1037.0,False,True,0.6323076923076922
Staples::Printers & Scanners > 3D Printer Parts & Accessories,Staples,3D Printer Parts & Accessories,Printers & Scanners > 3D Printer Parts & Accessories,2,25.0,True,True,0.6203149606299213
Staples::Printers & Scanners > 3D Printers,Staples,3D Printers,Printers & Scanners > 3D Printers,2,4.0,True,True,0.5650393700787402
Staples::Printers & Scanners > Printer Accessories & Replacement Parts,Staples,Printer Accessories & Replacement Parts,Printers & Scanners > Printer Accessories & Replacement Parts,2,422.0,True,True,0.7705511811023622
Staples::Printers & Scanners > Printers,Staples,Printers,Printers & Scanners > Printers,2,341.0,True,True,0.7535433070866142
Staples::Printers & Scanners > Scanners & Scanner Accessories,Staples,Scanners & Scanner Accessories,Printers & Scanners > Scanners & Scanner Accessories,2,245.0,False,True,0.7393700787401575
Staples::Printers & Scanners > Scanners & Scanner Accessories > Scanner Accessories & Replacement Parts,Staples,Scanner Accessories & Replacement Parts,Printers & Scanners > Scanners & Scanner Accessories > Scanner Accessories & Replacement Parts,3,70.0,True,True,0.7358333333333335
Staples::Printers & Scanners > Scanners & Scanner Accessories > Scanners,Staples,Scanners,Printers & Scanners > Scanners & Scanner Accessories > Scanners,3,175.0,True,True,0.7966666666666666
Staples::Restaurant & Foodservice Supplies,Staples,Restaurant & Foodservice Supplies,Restaurant & Foodservice Supplies,1,647.0,False,True,0.20461538461538462
Staples::Restaurant & Foodservice Supplies > Bar Supplies,Staples,Bar Supplies,Restaurant & Foodservice Supplies > Bar Supplies,2,29.0,True,True,0.20834645669291335
Staples::Restaurant & Foodservice Supplies > Commercial Restaurant Equipment,Staples,Commercial Restaurant Equipment,Restaurant & Foodservice Supplies > Commercial Restaurant Equipment,2,647.0,False,True,0.2666141732283464
Staples::Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Delivery Options,Staples,Delivery Options,Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Delivery Options,3,647.0,True,True,0.2847222222222222
Staples::Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Equipment Parts & Accessories,Staples,Equipment Parts & Accessories,Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Equipment Parts & Accessories,3,2.0,True,True,0.18666666666666668
Staples::Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Food Display & Merchandising,Staples,Food Display & Merchandising,Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Food Display & Merchandising,3,645.0,True,True,0.28430555555555553
Staples::Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables,Staples,Kitchen Work & Prep Tables,Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables,3,647.0,True,True,0.2847222222222222
Staples::Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Refrigerated Prep Tables,Staples,Refrigerated Prep Tables,Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Refrigerated Prep Tables,3,647.0,True,True,0.2847222222222222
Staples::Restaurant & Foodservice Supplies > Concession Stand Supplies,Staples,Concession Stand Supplies,Restaurant & Foodservice Supplies > Concession Stand Supplies,2,9.0,True,True,0.19590551181102359
Staples::Restaurant & Foodservice Supplies > Custom Restaurant Supplies,Staples,Custom Restaurant Supplies,Restaurant & Foodservice Supplies > Custom Restaurant Supplies,2,645.0,True,True,0.2659842519685039
Staples::Restaurant & Foodservice Supplies > Disposable Food Packaging,Staples,Disposable Food Packaging,Restaurant & Foodservice Supplies > Disposable Food Packaging,2,91.0,False,True,0.22708661417322834
Staples::Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags,Staples,Disposable Bags,Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags,3,36.0,False,True,0.22888888888888886
Staples::Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags > Food Storage Bags,Staples,Food Storage Bags,Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags > Food Storage Bags,4,36.0,True,True,0.25439999999999996
Staples::Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap,Staples,Food Packaging Wrap,Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap,3,31.0,False,True,0.22680555555555554
Staples::Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap > Butcher & Freezer Paper,Staples,Butcher & Freezer Paper,Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap > Butcher & Freezer Paper,4,22.0,True,True,0.24480000000000002
Staples::Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap > Food Wrap & Foils,Staples,Food Wrap & Foils,Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap > Food Wrap & Foils,4,9.0,True,True,0.22351304347826087
Staples::Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers,Staples,Single-Use Food Containers,Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers,3,24.0,False,True,0.22041666666666668
Staples::Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers > Carryout Containers & Boxes,Staples,Carryout Containers & Boxes,Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers > Carryout Containers & Boxes,4,24.0,True,True,0.2464695652173913
Staples::Restaurant & Foodservice Supplies > Pizza Supplies,Staples,Pizza Supplies,Restaurant & Foodservice Supplies > Pizza Supplies,2,19.0,True,True,0.20440944881889764
Staples::Restaurant & Foodservice Supplies > Restaurant Apparel,Staples,Restaurant Apparel,Restaurant & Foodservice Supplies > Restaurant Apparel,2,4.0,False,True,0.18834645669291336
Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel,Staples,Restaurant Apparel,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel,3,4.0,False,True,0.1913888888888889
Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Aprons & Gloves,Staples,Aprons & Gloves,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Aprons & Gloves,4,4.0,True,True,0.20827826086956522
Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Chef Coats,Staples,Chef Coats,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Chef Coats,4,4.0,True,True,0.20827826086956522
Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Chef Hats & Headwear,Staples,Chef Hats & Headwear,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Chef Hats & Headwear,4,4.0,True,True,0.20827826086956522
Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Chef Pants,Staples,Chef Pants,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Chef Pants,4,4.0,True,True,0.20827826086956522
Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Chef Shirts & Vests,Staples,Chef Shirts & Vests,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Chef Shirts & Vests,4,4.0,True,True,0.20827826086956522
Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Restaurant Worker Shoes,Staples,Restaurant Worker Shoes,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Restaurant Worker Shoes,4,0.0,True,True,0.18281739130434782
Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Staff Shirts,Staples,Staff Shirts,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Staff Shirts,4,4.0,True,True,0.20827826086956522
Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial,Staples,Restaurant Janitorial,Restaurant & Foodservice Supplies > Restaurant Janitorial,2,647.0,True,True,0.2666141732283464
Staples::Restaurant & Foodservice Supplies > Restaurant Storage & Transport,Staples,Restaurant Storage & Transport,Restaurant & Foodservice Supplies > Restaurant Storage & Transport,2,205.0,False,True,0.2417322834645669
