source,target,rel,weight
Staples::Expanded Assortment > Books & Magazines > Humor,Staples::Expanded Assortment > Pet Supplies & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Humor,Staples::Expanded Assortment > Books & Magazines > Magazines,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Humor,Staples::Expanded Assortment > Books & Magazines > Music Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Humor,Staples::Expanded Assortment > Books & Magazines > Nature Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Humor,Staples::Expanded Assortment > Books & Magazines > Self-Help Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Humor,Staples::Expanded Assortment > Books & Magazines > Study Aids,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Paint & Paint Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Gift Shop > Wedding Invitations & Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Gift Shop > Custom Appointment Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Gift Shop > Greeting Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Gift Shop > Holiday Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Gift Shop > Invitations,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Gift Shop > Note Cards & Postcards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Gift Shop > Stationery,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Gift Shop > Table Tents,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Disposable Cups,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Disposable Bowls,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Disposable Cup Lids & Sleeves,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Disposable Cutlery & Dispensers,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Disposable Plates,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Napkins,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,"Staples::Party Supplies > Ribbon, Bows & Wrapping Supplies",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Stirrers & Straws,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Anniversary Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Balloons & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Party Décor,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Party Favors & Costumes,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Party Supply Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Party Supplies > Wedding Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,"Staples::Expanded Assortment > Clothing, Shoes & Accessories",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Fitness,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Outdoors & Recreation,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Personal Care & Eyewear,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Pet Supplies & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Books & Magazines > Magazines,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Books & Magazines > Music Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Books & Magazines > Nature Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Books & Magazines > Self-Help Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Fiction,Staples::Expanded Assortment > Books & Magazines > Study Aids,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Paint & Paint Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Gift Shop > Wedding Invitations & Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Gift Shop > Custom Appointment Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Gift Shop > Greeting Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Gift Shop > Holiday Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Gift Shop > Invitations,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Gift Shop > Note Cards & Postcards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Gift Shop > Stationery,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Gift Shop > Table Tents,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Disposable Cups,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Disposable Bowls,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Disposable Cup Lids & Sleeves,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Disposable Cutlery & Dispensers,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Disposable Plates,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Napkins,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,"Staples::Party Supplies > Ribbon, Bows & Wrapping Supplies",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Stirrers & Straws,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Anniversary Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Balloons & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Party Décor,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Party Favors & Costumes,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Party Supply Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Party Supplies > Wedding Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,"Staples::Expanded Assortment > Clothing, Shoes & Accessories",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Fitness,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Outdoors & Recreation,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Personal Care & Eyewear,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Pet Supplies & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Books & Magazines > Magazines,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Books & Magazines > Music Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Books & Magazines > Nature Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Books & Magazines > Self-Help Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Juvenile Non-Fiction,Staples::Expanded Assortment > Books & Magazines > Study Aids,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Paint & Paint Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Gift Shop > Wedding Invitations & Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Gift Shop > Custom Appointment Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Gift Shop > Greeting Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Gift Shop > Holiday Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Gift Shop > Invitations,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Gift Shop > Note Cards & Postcards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Gift Shop > Stationery,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Gift Shop > Table Tents,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Disposable Cups,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Disposable Bowls,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Disposable Cup Lids & Sleeves,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Disposable Cutlery & Dispensers,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Disposable Plates,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Napkins,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,"Staples::Party Supplies > Ribbon, Bows & Wrapping Supplies",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Stirrers & Straws,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Anniversary Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Balloons & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Party Décor,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Party Favors & Costumes,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Party Supply Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Party Supplies > Wedding Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,"Staples::Expanded Assortment > Clothing, Shoes & Accessories",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Fitness,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Outdoors & Recreation,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Personal Care & Eyewear,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Pet Supplies & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Books & Magazines > Magazines,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Books & Magazines > Music Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Books & Magazines > Nature Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Books & Magazines > Self-Help Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Language Arts & Discipline Books,Staples::Expanded Assortment > Books & Magazines > Study Aids,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Paint & Paint Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Gift Shop > Wedding Invitations & Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Gift Shop > Custom Appointment Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Gift Shop > Greeting Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Gift Shop > Holiday Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Gift Shop > Invitations,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Gift Shop > Note Cards & Postcards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Gift Shop > Stationery,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Gift Shop > Table Tents,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Disposable Cups,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Disposable Bowls,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Disposable Cup Lids & Sleeves,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Disposable Cutlery & Dispensers,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Disposable Plates,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Napkins,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,"Staples::Party Supplies > Ribbon, Bows & Wrapping Supplies",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Stirrers & Straws,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Anniversary Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Balloons & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Party Décor,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Party Favors & Costumes,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Party Supply Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Party Supplies > Wedding Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,"Staples::Expanded Assortment > Clothing, Shoes & Accessories",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Fitness,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Outdoors & Recreation,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Personal Care & Eyewear,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Pet Supplies & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Books & Magazines > Magazines,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Books & Magazines > Music Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Books & Magazines > Nature Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Books & Magazines > Self-Help Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Law Books,Staples::Expanded Assortment > Books & Magazines > Study Aids,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Paint & Paint Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Gift Shop > Wedding Invitations & Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Gift Shop > Custom Appointment Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Gift Shop > Greeting Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Gift Shop > Holiday Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Gift Shop > Invitations,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Gift Shop > Note Cards & Postcards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Gift Shop > Stationery,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Gift Shop > Table Tents,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Disposable Cups,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Disposable Bowls,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Disposable Cup Lids & Sleeves,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Disposable Cutlery & Dispensers,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Disposable Plates,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Napkins,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,"Staples::Party Supplies > Ribbon, Bows & Wrapping Supplies",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Stirrers & Straws,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Anniversary Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Balloons & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Party Décor,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Party Favors & Costumes,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Party Supply Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Party Supplies > Wedding Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,"Staples::Expanded Assortment > Clothing, Shoes & Accessories",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Fitness,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Outdoors & Recreation,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Personal Care & Eyewear,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Pet Supplies & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Books & Magazines > Magazines,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Books & Magazines > Music Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Books & Magazines > Nature Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Books & Magazines > Self-Help Books,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Literary Collection Books,Staples::Expanded Assortment > Books & Magazines > Study Aids,CROSS_LISTED_UNDER,0.1667
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Expanded Assortment > Paint & Paint Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Gift Shop > Wedding Invitations & Kits,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Gift Shop > Custom Appointment Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Gift Shop > Greeting Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Gift Shop > Holiday Cards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Gift Shop > Invitations,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Gift Shop > Note Cards & Postcards,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Gift Shop > Stationery,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Gift Shop > Table Tents,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Disposable Cups,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Disposable Bowls,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Disposable Cup Lids & Sleeves,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Disposable Cutlery & Dispensers,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Disposable Plates,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Napkins,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,"Staples::Party Supplies > Ribbon, Bows & Wrapping Supplies",CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Stirrers & Straws,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Anniversary Supplies,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Balloons & Accessories,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Party Décor,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Party Favors & Costumes,CROSS_LISTED_UNDER,0.001
Staples::Expanded Assortment > Books & Magazines > Literary Criticism Books,Staples::Party Supplies > Party Supply Kits,CROSS_LISTED_UNDER,0.001
