competitor,uid,path_str,level,is_leaf,comp_items,best_staples,best_score,matched,coverage,DG,WM,gap_type,AAS,CRS,O_node,label,O
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Industrial Shipping Supplies > Shrink-Wrap","Office Supplies > Mailing, Packing & Shipping > Industrial Shipping Supplies > Shrink-Wrap",4,True,33.0,"Shipping, Packing & Mailing Supplies > Shipping Supplies > Stretch & Shrink Film",0.66344976,False,1.0,0.0,0.0,PARITY,61.171348571777344,58.24277160206327,,,
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Industrial Shipping Supplies > Strapping Materials & Twine","Office Supplies > Mailing, Packing & Shipping > Industrial Shipping Supplies > Strapping Materials & Twine",4,True,10.0,"Shipping, Packing & Mailing Supplies > Shipping Supplies > Strapping & Strapping Equipment",0.7049123,True,1.0,-1.1458184653532362,0.0,PARITY,100.0,86.75925925925925,,,
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Industrial Shipping Supplies > Utility Knives, Cutters & Blades","Office Supplies > Mailing, Packing & Shipping > Industrial Shipping Supplies > Utility Knives, Cutters & Blades",4,True,22.0,Facilities > Hand & Power Tools > Hand Tools > Box Cutters & Utility Knives,0.78936535,True,1.0,0.09907713934790463,0.0,PARITY,91.00530242919922,64.20521739130433,,,
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Labels & Tags","Office Supplies > Mailing, Packing & Shipping > Labels & Tags",3,False,270.0,Office Supplies > Labels,0.7943214,True,1.0,-2.384876560846318,0.0,PARITY,85.17746780548606,99.26509186351706,,,
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Labels & Tags > Address Labels","Office Supplies > Mailing, Packing & Shipping > Labels & Tags > Address Labels",4,True,131.0,Office Supplies > Labels,0.7700034,True,1.0,-3.0116330509674283,0.0,PARITY,66.16841888427734,99.26509186351706,,,
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Labels & Tags > Packing List Envelopes","Office Supplies > Mailing, Packing & Shipping > Labels & Tags > Packing List Envelopes",4,True,23.0,"Shipping, Packing & Mailing Supplies > Shipping Supplies > Package Identification & Indicators > Packing List Envelopes",0.9412128,True,1.0,-0.13113305446469958,0.0,PARITY,100.0,92.93913043478261,,,
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Labels & Tags > Shipping Labels","Office Supplies > Mailing, Packing & Shipping > Labels & Tags > Shipping Labels",4,True,145.0,Office Supplies > Labels,0.7762137,True,1.0,-2.9108283518454625,0.0,PARITY,100.0,99.26509186351706,,,
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Mailers","Office Supplies > Mailing, Packing & Shipping > Mailers",3,False,342.0,"Shipping, Packing & Mailing Supplies > Mailing Supplies > Mailers",0.98572505,True,1.0,0.3971893235641959,0.0,PARITY,43.44983013706094,97.49565217391304,,,
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Mailers > Bubble Mailers","Office Supplies > Mailing, Packing & Shipping > Mailers > Bubble Mailers",4,True,138.0,"Shipping, Packing & Mailing Supplies > Mailing Supplies > Mailers",0.772537,True,1.0,0.3977251540703248,0.0,PARITY,31.388944625854492,93.03240740740742,,,
OfficeDepot,"OfficeDepot::Office Supplies > Mailing, Packing & Shipping > Mailers > Corrugated Mailers","Office Supplies > Mailing, Packing & Shipping > Mailers > Corrugated Mailers",4,True,45.0,"Shipping, Packing & Mailing Supplies > Shipping Supplies > Corrugated Boxes & Pads > Corrugated Mailers",0.94931555,True,1.0,-0.7663358001883323,0.0,PARITY,63.6723747253418,97.49565217391304,,,
