Staples L2,L1,L2,L3,L4,category,product_id,product_name,price,url,vendor,selected_choice,description
,,,,,Restaurant Table   Chair Sets,W114617256,Mahlum,"$2,699.99",https://www.wayfair.com/furniture/pdp/orren-ellis-mahlum-w114617256.html?piid=1369594872,Orren Ellis,"29.5""H x 51.1""L x 51.1""W","Bring timeless elegance to your dining area with this mid-century-inspired round table set, featuring a striking contrast of FAS-grade black walnut wood and sleek stainless steel. The ""double-circle"" base design ensures stability while maximizing seating capacity. Hand-finished with plant-based wood wax oil, it highlights the wood’s natural grain and offers a safe, silky-smooth touch for family-friendly use."
,,,,,Restaurant Table   Chair Sets,W114429015,Holst,"$4,199.99",https://www.wayfair.com/furniture/pdp/orren-ellis-holst-w114429015.html?piid=1609485785,Orren Ellis,"29.53""H x 55.12""L x 31.5""W","The core material of the desktop is rock plate, and the corners are rounded. After fine grinding, it feels smooth and round to the touch, effectively preventing bumps. The table body is composed of solid wood multi-layer boards and stainless steel table legs. The load-bearing structure is scientifically designed, with uniform force distribution, ensuring stability and no shaking.Paired with a super-fine leather cushion and a solid wood ash frame dining chair."
,,,,,Restaurant Table   Chair Sets,W110232319,"Akeeyla Modern 5-Piece Dining Table & Chairs Set, Natural Beech Wood with 100% Linen Upholstery, Table: 39.4 x 29.5 x 39.4 inches | Chairs: 19.7 x 31.5 x 21.7 inches | Elegant Solid Brown Design for Home & Dining Room","$2,799.99",https://www.wayfair.com/furniture/pdp/bay-isle-home-akeeyla-modern-5-piece-dining-table-chairs-set-natural-beech-wood-with-100-linen-upholstery-table-394-x-295-x-394-inches-chairs-197-x-315-x-217-inches-elegant-solid-brown-design-for-home-dining-room-w110232319.html,Bay Isle Home™,null,"Experience the Perfect Blend of Elegance and Comfort with our 5-Piece Dining Table & Chairs Set Transform your dining area into a haven of style and sophistication with our exquisite 5-piece dining table and chairs set. Crafted with utmost care and precision, this set is designed to elevate your dining experience to new heights. Unparalleled Quality and Durability Made from 100% beech wood, our dining table and chairs set exudes a timeless charm that will seamlessly blend with any decor. The natural color adds a touch of warmth and elegance to your space, creating a welcoming ambiance for family gatherings and dinner parties. Indulge in Luxurious Comfort The chairs are upholstered in 100% linen fabric, offering a plush and comfortable seating experience. Sink into the softness and enjoy long conversations and laughter around the table, creating beautiful memories that will last a lifetime. Sturdy and Reliable Construction The top of the table is made from MDF, ensuring a sturdy and stable surface for your meals. The solid beech wood legs provide excellent support and durability, ensuring that this dining set will be a part of your family for years to come. Technical Details: • Table Dimensions: Width: 100 cm, Height: 75 cm, Depth: 100 cm • Chair Dimensions: Width: 50 cm, Height: 80 cm, Depth: 55 cm (4 Pieces) • Material: 100% Beech Wood • Fabric: 100% Linen • Top of Table: MDF • Color: Natural Experience the perfect blend of elegance, comfort, and durability with our 5-piece dining table and chairs set. Upgrade your dining space today and create a haven where cherished moments are shared and memories are made. Made In Türkiye"
,,,,,Restaurant Table   Chair Sets,W115505465,"Modern 3 Piece Dining Table and Chair Set with Sintered Stone or Glass Square Table Top, Boomerang Shaped Solid Wood Dining Table with Two Solid Wood Dining Chairs - Small Space Kitchen Table and Chair Set with Gold Stainless Steel Base",$699.99,https://www.wayfair.com/furniture/pdp/latitude-run-dining-table-set-w115505465.html?piid=1745555456,Latitude Run®,Black,"Elevate your dining space with this modern 3-piece dining set, featuring a 33.5'' compact table and two solid wood chairs. Designed with both style and functionality in mind, this set is perfect for apartments, condos, or small dining areas. The dining table stands out with its unique boomerang-shaped solid wood pedestal and a sleek round stainless steel base in electroplated gold finish, delivering both durability and elegance. Choose between a white or black sintered stone top with a natural fire-burn texture, or a gray tempered glass top for a clean, contemporary look. The chairs are crafted from solid rubberwood with a distinctive round-back design and upholstered cushioned seats for comfort and support. Whether you’re enjoying a casual breakfast or hosting an intimate dinner, this set adds sophistication and warmth to any dining room. Compact yet stylish, this set is a smart solution for small space living, combining modern aesthetics, premium materials, and practical durability—all in one design."
,,,,,Restaurant Table   Chair Sets,W112418272,"5 Piece Wooden Dining Table Set, Kitchen Table Set with a Rectangular Table and 4 Upholstered Chairs",$629.99,https://www.wayfair.com/furniture/pdp/lark-manor-5-piece-wooden-dining-table-set-kitchen-table-set-with-a-rectangular-table-and-4-upholstered-chairs-w112418272.html?piid=1921626936,Lark Manor™,Brown,"Elegant Wooden Dining Table and Chairs: This classic dining table and chairs set has a classic design and a clean, hard-edged layout, with the table edged with acrylic crystal crushed diamond embellishments to give it an attractive look. With clean lines, sleek modern styling and a spacious rectangular tabletop, it is suitable for a wide range of occasions and environments and can be easily adapted to any interior style."
,,,,,Restaurant Table   Chair Sets,W120020620,Sale,$290.00,https://www.wayfair.com/furniture/pdp/breakwater-bay-amous-industrial-round-dining-table-with-upholstered-dining-chairs-kitchen-table-set-w120020620.html?piid=1813216678%2C1820201844%2C1820238896,null,null,null
,,,,,Restaurant Table   Chair Sets,W120097424,"Ameah Industrial Round Dining Room Set For 4, Wood Kitchen Table And Chairs With Curved Back Upholstered Seats",$350.00,https://www.wayfair.com/furniture/pdp/breakwater-bay-ameah-industrial-round-dining-room-set-for-4-wood-kitchen-table-and-chairs-with-curved-back-upholstered-seats-w120097424.html?piid=452048676%2C452048677%2C452048679,null,null,null
,,,,,Restaurant Table   Chair Sets,W120111229,"Amous 47"" Round Industrial Kitchen Dining Table Set With 32.8""H Dining Chair",$233.98,https://www.wayfair.com/furniture/pdp/breakwater-bay-amous-round-industrial-kitchen-dining-table-set-with-328h-dining-chair-w120111229.html?piid=654793964%2C654793965%2C654793967,null,null,null
,,,,,Restaurant Table   Chair Sets,W114476390,Leighty,"$3,799.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-leighty-w114476390.html?piid=571005278,Corrigan Studio®,"29.5""H x 62.9""L x 31.4""W",Featuring a stain resistant sintered stone tabletop and multilayer wood support this dining table offers high heat resistance durability and a smooth edge design for a safe stylish experience
,,,,,Restaurant Table   Chair Sets,W114580009,Halbert,"$2,739.99",https://www.wayfair.com/furniture/pdp/wrought-studio-halbert-w114580009.html?piid=1198368407,Wrought Studio™,"29.52""H x 55.11""L x 31.49""W","This simple slate dining table and chair set can enhance your dining experience. The dining table is meticulously crafted from slate material, paired with a sturdy stainless steel base, offering both durability and elegance. Its heat-resistant, scratch-resistant surface and easy-to-clean feature ensure long-lasting beauty, while the high-quality stainless steel frame guarantees stability. The comfortable chairs, when used together, can provide you with an unforgettable dining experience."
,,,,,Restaurant Table   Chair Sets,MZEN2098,Light luxury round dining table,"$3,149.99",https://www.wayfair.com/furniture/pdp/mrzenghong-light-luxury-round-dining-table-mzen2098.html?piid=123163456,MRzenghong,"29.53"" H x 47.24"" W x 47.24"" D","Designed for small spaces, the round shape saves space and creates a cozy dining area even in small homes."
,,,,,Restaurant Table   Chair Sets,W121314187,"Natural wood tone counter height set with dual USB, foldable table and two stools for small space dining and work",$519.99,https://www.wayfair.com/furniture/pdp/rosalind-wheeler-natural-wood-tone-counter-height-set-with-dual-usb-foldable-table-and-two-stools-for-small-space-dining-and-work-w121314187.html,Rosalind Wheeler,null,"Bring warmth and connection to small-space meals with this natural wood tone 3-piece counter height set. The rectangular table, crafted from MDF and solid acacia, measures 47.2 inches wide and folds down for effortless storage, while two cushioned stools tuck neatly underneath. Scrolled side supports lend an airy, graceful charm. Integrated dual USB ports keep devices charged during breakfast, coffee breaks, or late-night work sessions. Designed for kitchens, breakfast nooks, and entryways, it turns every moment into a cozy gathering. Assembly is required, and the set fits seamlessly into compact homes, blending function with heartfelt style."
,,,,,Restaurant Table   Chair Sets,W121314261,"White-toned Wood Counter Height Dining Set with Display Shelf and USB Ports, Seats 2 in Transitional Style",$879.99,https://www.wayfair.com/furniture/pdp/latitude-run-white-toned-wood-counter-height-dining-set-with-display-shelf-and-usb-ports-seats-2-in-transitional-style-w121314261.html,Latitude Run®,null,"This transitional counter height dining set blends a white-toned base with a gray-finished tabletop and brown upholstered chairs, creating a heartfelt centerpiece for intimate meals. Crafted from solid mindy veneer and wood, the rectangular table measures 36.5 inches wide and 36 inches high, offering a built-in display shelf and dual USB ports to keep devices close while you dine. The two fabric-upholstered chairs feature low-profile backs and soft 100% polyester seat covers, inviting you to linger over coffee or conversation. practical for kitchens and small dining areas, this three-piece set turns everyday moments into something truly personal."
,,,,,Restaurant Table   Chair Sets,W121312765,Classic Black Solid Wood Counter-Height Dining Set with Gray Upholstered Chairs for Kitchen,$679.99,https://www.wayfair.com/furniture/pdp/latitude-run-classic-black-solid-wood-counter-height-dining-set-with-gray-upholstered-chairs-for-kitchen-w121312765.html,Latitude Run®,null,"This counter-height dining set combines a sturdy solid wood frame with a sleek MDF tabletop in classic black, paired with four upholstered chairs in soft gray. The square table measures 35.4 inches and provides a compact yet functional surface for everyday meals or kitchen prep. Each chair features a padded seat and high back wrapped in well-crafted fabric with dense foam cushioning for lasting comfort. A built-in footrest adds extra relaxation, while the rich two-tone finish brings warmth and modern style to smaller dining spaces or open-plan areas."
,,,,,Restaurant Table   Chair Sets,W121313095,5-Piece Counter Height Dining Set with Light Gray Upholstery and Extendable Table in Chalk Gray Finish,"$1,429.99",https://www.wayfair.com/furniture/pdp/august-grove-5-piece-counter-height-dining-set-with-light-gray-upholstery-and-extendable-table-in-chalk-gray-finish-w121313095.html,August Grove®,null,"This 5-piece counter height dining set includes a rectangular table and four side chairs, designed for everyday dining and casual gatherings. The table measures 42 inches square and extends to 60 inches with an 18-inch leaf, offering flexible seating space. Constructed with a solid wood base and MDF top, it features a two-tone brown and white finish. The chairs have a grid-back design and cushioned seats upholstered in neutral gray fabric for support. Assembly is required."
,,,,,Restaurant Table   Chair Sets,W121349120,"Industrial Bar Table Set with 2 Stools, Space-Saving Storage, Warm Brown Particle Board and Black Metal, 43.31 L x 15.75 W x 35.43 H",$199.99,https://www.wayfair.com/furniture/pdp/williston-forge-industrial-bar-table-set-with-2-stools-space-saving-storage-warm-brown-particle-board-and-black-metal-4331-l-x-1575-w-x-3543-h-w121349120.html,Williston Forge,null,"A compact bar table set featuring a rectangular table and two stools in a warm brown particle board finish with black metal frames. The tabletop measures 43.31 inches long by 15.75 inches wide, built from 0.6-inch thick particle board with a weight capacity of 200 lbs. Each stool offers a 13.4-inch wide PU upholstered seat, a wooden backrest, and a ring-shaped footrest, supporting up to 350 lbs. Stools tuck neatly under the table when not in use, optimizing floor space. Suitable for dining rooms, kitchens, home bars, or study areas, this set combines industrial aesthetics with practical design for compact living."
,,,,,Restaurant Table   Chair Sets,W121312271,"Solid Wood Upholstered Counter Height Dining Set, Square Table 4 Chairs in Warm Brown, Ideal for Kitchen Gatherings",$899.99,https://www.wayfair.com/furniture/pdp/gracie-oaks-solid-wood-upholstered-counter-height-dining-set-square-table-4-chairs-in-warm-brown-ideal-for-kitchen-gatherings-w121312271.html,Gracie Oaks,null,"This five-piece counter height dining set combines a solid wood square table with four upholstered high chairs. The tabletop and chair frames feature a warm brown finish, while the cream upholstered seats provide comfortable cushioning. Measuring 42 inches square and 36 inches high, the table is supported by sturdy wooden legs. Chair dimensions are 18 inches wide, 17.5 inches deep, and 41.3 inches high, with a seat height of 18 inches. The two-tone design adds contemporary style to your dining area or kitchen. Simple assembly is required for this set, which offers a practical and inviting space for meals and conversation."
,,,,,Restaurant Table   Chair Sets,W121349760,"60.24-Inch 3-Person Brown MDF Dining Table Set with Power Outlets and 3 PU Swivel Stools, Wood-Tone Brown, Kitchen",$295.99,https://www.wayfair.com/furniture/pdp/17-stories-6024-inch-3-person-brown-dining-table-set-with-power-outlets-and-3-pu-swivel-stools-wood-tone-brown-kitchen-w121349760.html,17 Stories,null,"This 3-drawer long dining table set seats three people and measures 60.24L x 15.75W x 35.43H inches. Built with MDF and a metal frame, the rectangular table in wood-tone brown includes built-in power outlets for device charging. Three circular PU stools with swivel function offer cushioned seating with copper nail accents. Drawers with shell-shaped handles provide storage for dining essentials. Designed for use in kitchens or bar areas, the set requires assembly and weighs 87.31 lbs."
,,,,,Restaurant Table   Chair Sets,W121349309,"36-Inch Square Counter-Height Dining Set with 4 Tufted Stools, Transitional Engineered Wood Frame and Linen-Blend Upholstery",$699.99,https://www.wayfair.com/furniture/pdp/latitude-run-36-inch-square-counter-height-dining-set-with-4-tufted-stools-transitional-engineered-wood-frame-and-linen-blend-upholstery-w121349309.html,Latitude Run®,null,"This counter-height dining set includes one 36-inch square table and four stools, engineered for compact dining areas. The table features a smooth MDF top with a dark wood-grain finish over a solid wood base, providing a transitional silhouette. Stool seats are upholstered in linen-blend fabric with tufted detailing and rest on four solid wood legs with a footrest at 7 inches. Seat height measures 18 inches, suited to the 36-inch table height. Assembly is required. The set comfortably accommodates four adults."
,,,,,Restaurant Table   Chair Sets,W121312732,"Extra Long Counter Height Dining Set, Seats 4, Classic Gray MDF with Metal Frame, Includes 3 Stools with Footrests",$509.99,https://www.wayfair.com/furniture/pdp/17-stories-extra-long-counter-height-dining-set-seats-4-classic-gray-mdf-with-metal-frame-includes-3-stools-with-footrests-w121312732.html,17 Stories,null,"This counter height dining set brings casual comfort and smart design to small kitchens, apartments, or studio spaces. The extra long rectangular table measures 60.2 by 15.7 inches and is crafted from classic gray MDF panels supported by a sturdy metal frame. Three matching stools with integrated footrests offer a relaxed spot for meals or drinks, and they tuck neatly under the table to save space. Assembly is straightforward with all hardware included, making it an easy addition to your everyday routine."
,,,,,Restaurant Table   Chair Sets,W121349024,"3-Piece Counter Height Dining Set with Power Outlet and USB Ports, Matte Black and Beige, Solid Wood Rectangle Table and Two Upholstered Stools",$469.99,https://www.wayfair.com/furniture/pdp/rosalind-wheeler-3-piece-counter-height-dining-set-with-power-outlet-and-usb-ports-matte-black-and-beige-solid-wood-rectangle-table-and-two-upholstered-stools-w121349024.html,Rosalind Wheeler,null,"This 3-piece counter height dining set includes a rectangular solid wood table and two tufted stools, finished in matte black with beige linen-blend upholstery. The table measures 60.0L x 20.0W x 38.0H inches and features built-in electrical outlet and dual USB ports for convenient device charging. Stools have a seat height of 18 inches, providing comfortable seating for meals or drinks. The set blends rustic farmhouse and transitional styles, with a sturdy pedestal base and engineered wood components for lasting support. Assembly is required."
,,,,,Restaurant Table   Chair Sets,W121312220,"3-Piece Bar Table Set with Charging Station, Rich Brown MDF and Rubber Wood, 59-Inch Rectangle Table and 3 Upholstered Stools for Kitchen or Game Room",$419.99,https://www.wayfair.com/furniture/pdp/ebern-designs-3-piece-bar-table-set-with-charging-station-rich-brown-mdf-and-rubber-wood-59-inch-rectangle-table-and-3-upholstered-stools-for-kitchen-or-game-room-w121312220.html,Ebern Designs,null,"A compact 3-piece bar table set designed for modern living spaces. The 59-inch rectangular MDF tabletop with rich brown wood-grain finish sits on solid rubber wood legs with curved supports for stability. Its integrated power strip includes USB and Type-C ports, so you can charge laptops or phones while dining or working. Three bar-height stools feature padded saddle seats wrapped in breathable fabric and foam for comfort, and the footrests add support. When not in use, all stools tuck neatly under the table to save floor space. Backed by sturdy construction, the table and each stool support up to 250 pounds."
,,,,,Restaurant Table   Chair Sets,W121314224,"Square Counter Height Dining Set for 4 with Space-Saving Chair Storage, Wood, Oak and Deep Black Finish, 34.5 Inches, Ideal for Small Kitchens",$619.99,https://www.wayfair.com/furniture/pdp/rosalind-wheeler-square-counter-height-dining-set-for-4-with-space-saving-chair-storage-wood-oak-and-deep-black-finish-345-inches-ideal-for-small-kitchens-w121314224.html,Rosalind Wheeler,null,"This 5-piece counter height dining set brings heartfelt warmth and timeless charm to your kitchen or dining space. The square table, crafted from solid rubber wood and MDF, features a smooth oak-toned surface paired with a deep black base for an evocative farmhouse look. Four upholstered chairs with linen-blend seats and supportive X-back frames tuck neatly under the table to save space. Sized at 34.5 inches square and 36 inches high, it offers a cozy gathering spot for everyday meals and intimate moments without overwhelming a compact room."
,,,,,Restaurant Table   Chair Sets,W118131339,French Vintage Rock-Board Dining Table,"$4,999.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-french-cream-vintage-rock-board-dining-table-w118131339.html?piid=2021853516%2C2021853518,Corrigan Studio®,"29.5"" H x 55.1"" W x 31.5"" D, 7 Pieces: Table, 6 Chairs","This French cream vintage-style black rectangular dining table combines elegance with practicality. The rock-board tabletop is highly durable, easy to clean, and wear-resistant. The carefully selected solid wood frame features fine texture, long growth years, high density, and clear natural wood grains. The round-corner design on the rock-board edges enhances safety, while the enlarged table legs ensure stable support, preventing deformation and tipping."
,,,,,Restaurant Table   Chair Sets,PPMA2495,Round Dining Table Set For 4 With Faux Leather Chairs,$550.00,https://www.wayfair.com/furniture/pdp/george-oliver-round-dining-table-set-for-4-with-faux-leather-chairs-ppma2495.html?piid=131986543,George Oliver,Black,"Complete your kitchen, breakfast nook, or small dining room with this 5-piece round kitchen table set. The 40"" round dining table creates a cozy setup for 4 people, while the wood-tone tabletop and black pedestal base bring a modern mixed-material look. Four faux leather dining chairs complete the set with smooth upholstered seats, supportive backs, and a clean armless design that works well for apartments, condos, and everyday dining spaces. | Extremely beautiful table, perfect for 4 in a small place, the color is so perfect and is was a really good deal purchase. Yolanda. San Diego, CA. Tue Jun 23 2026"
,,,,,Restaurant Table   Chair Sets,W114917916,Eudora,"$4,699.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-eudora-w114917916.html?piid=1923437058,Corrigan Studio®,"29.5"" H x 55.1"" L x 31.5"" W","This Eudora features a staggered, overlapping design for a multi - level, open space effect. The upper matte rock - slab and lower multi - layer solid wood offer double protection, strong load - bearing. Its unique shape is stylish, stable, and easy to clean, blending well with surroundings."
,,,,,Restaurant Table   Chair Sets,MZEN2906,Walnut Round Dining Table,"$3,299.99",https://www.wayfair.com/furniture/pdp/mrzenghong-walnut-round-dining-table-mzen2906.html?piid=128576728,MRzenghong,"29.5""H x 47.2""W x 47.2""D","Experience luxury and stability with this Walnut round dining table. Featuring a thick sintered stone top with a reinforced under-hanging edge, it ensures superior durability. The space-saving leg design allows for comfortable side seating, perfect for family gatherings."
,,,,,Restaurant Table   Chair Sets,W117703342,Exquisitely sophisticated dining table,"$4,199.99",https://www.wayfair.com/furniture/pdp/orren-ellis-exquisitely-sophisticated-dining-table-w117703342.html?piid=2110566354%2C2110566355,Orren Ellis,"29.52"" H x 55.11"" W x 31.49"" D, 5 Pieces: Table, 4 Chairs",Vintage Solid Wood Rectangular Dining Table for Home Use
,,,,,Restaurant Table   Chair Sets,W114886306,Russellville,"$3,699.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-russellville-w114886306.html?piid=425133141,Corrigan Studio®,"29.52""H x 62.99""L x 31.49""W","The generous rectangular surface offers ample room for plates and dishes, ensuring comfortable seating even along the sides—perfect for family meals or gatherings."
,,,,,Restaurant Table   Chair Sets,W122982474,"72""–104"" Wood Veneer Extendable Dining Table Set with 6 Chenille Armchairs","$1,950.00",https://www.wayfair.com/furniture/pdp/latitude-run-72104-wood-veneer-extendable-dining-table-set-with-6-chenille-armchairs-w122982474.html?piid=1901020680,Latitude Run®,Beige,"Create a dining space that feels beautifully put together and ready for whatever the day brings. This seven-piece dining set for six pairs a real wood veneer extendable table with six softly upholstered chenille armchairs, giving you a complete, coordinated setting without the effort of sourcing pieces separately. Warm wood grain and rich fabric texture bring an elevated yet relaxed feel to everyday dinners, while the adaptable table makes the space just as ready for weekend entertaining and special gatherings. It’s a thoughtful balance of comfort, flexibility, and exceptional everyday value in one polished collection. | Gorgeous, gorgeous chairs! I’m so happy with these dining room chairs. I was a little nervous the floor wouldn’t match the picture, but they turned out to be a moody and soft green. The installation process was super easy!. Kari. Asbury, IA. Sun Jul 19 2026"
,,,,,Restaurant Table   Chair Sets,W119380864,"3-Piece Dining Table Set for 4, 44.4"" Industrial Kitchen Table with 2 Benches, Space-Saving Wood Dinette Set for Small Space, Apartment & Nook, Black",$149.99,https://www.wayfair.com/furniture/pdp/latitude-run-3-piece-dining-table-set-for-4-444-industrial-kitchen-table-with-2-benches-space-saving-wood-dinette-set-for-small-space-apartment-nook-black-w119380864.html,Latitude Run®,null,"Enhance your home with this 3-piece dining set, featuring a 44.4x27.5x29.5"" table and two 38.2"" benches. Built from premium MDF and a sturdy metal frame, the table holds 150lbs while each bench supports 400lbs. The space-saving design allows benches to slide neatly underneath, making it perfect for small apartments or breakfast nooks. Enjoy easy cleaning and a quick setup."
,,,,,Restaurant Table   Chair Sets,W121349501,"Rectangular 7-Piece Dining Set with Velvet Upholstered Chairs, Classic Black Melamine Table, Seats 6, for Small Spaces",$889.99,https://www.wayfair.com/furniture/pdp/latitude-run-rectangular-7-piece-dining-set-with-velvet-upholstered-chairs-classic-black-melamine-table-seats-6-for-small-spaces-w121349501.html,Latitude Run®,null,"This 7-piece dining set pairs a rectangular melamine table with six velvet-upholstered chairs to seat six. The tabletop features a classic black and wood-grain finish on an MDF core, supported by a black metal cross-bar frame for stability. Each chair is padded, upholstered in beige velvet with a tufted backrest, and built on black metal legs. Designed for compact areas, it works well in apartments, breakfast nooks, and small dining rooms. Assembly includes all necessary hardware and instructions."
,,,,,Restaurant Table   Chair Sets,W121314234,"3-Piece Counter Height Dining Set with Built-In USB Ports, Gray-Toned Wood Table and Stools for Kitchen or Bar Area",$969.99,https://www.wayfair.com/furniture/pdp/ebern-designs-3-piece-counter-height-dining-set-with-built-in-usb-ports-gray-toned-wood-table-and-stools-for-kitchen-or-bar-area-w121314234.html,Ebern Designs,null,"A casual dining set designed for connection and comfort, featuring a gray-toned wood counter height table and three matching stools. The table includes a convenient drawer on ball bearing glides for discreet storage, plus built-in USB charging ports and power outlets that keep your devices ready right where you eat. The stools offer fabric upholstered seats in a soft gray polyester, providing a comfortable place to sit. With its ash veneer finish and neutral palette, this set fits seamlessly into your kitchen or bar area, creating a personal recharging station that blends function with heartfelt everyday moments."
,,,,,Restaurant Table   Chair Sets,W121348855,"Modern 7-Piece Dining Table Set with 6 Velvet Chairs, Classic Black and Wood Grain, Compact Rectangle for Small Spaces",$869.99,https://www.wayfair.com/furniture/pdp/ebern-designs-modern-7-piece-dining-table-set-with-6-velvet-chairs-classic-black-and-wood-grain-compact-rectangle-for-small-spaces-w121348855.html,Ebern Designs,null,"A complete 7-piece dining set featuring a rectangular table and six upholstered chairs, designed to seat six comfortably. The table pairs a matte black finish with a warm wood grain melamine top that resists scratches and wipes clean easily. Each chair is wrapped in soft beige velvet with elegant tufted backrests and padded seats for cozy support. Black metal legs with a cross-bar design provide stability, while the compact footprint suits apartments, breakfast nooks, and home offices. Assembly hardware and instructions are included for straightforward setup."
,,,,,Restaurant Table   Chair Sets,W121349645,"6-Person Rectangular Dining Table Set with Bench, Trestle Base, Solid Wood and MDF, Cool Gray","$1,199.99",https://www.wayfair.com/furniture/pdp/rosalind-wheeler-6-person-rectangular-dining-table-set-with-bench-trestle-base-solid-wood-and-mdf-cool-gray-w121349645.html,Rosalind Wheeler,null,"Create a welcoming dining space with this 6-person dining set in cool gray. The large rectangular table features a sturdy MDF top with oak veneer and a solid rubberwood trestle base with carved groove details. Includes four matching chairs and a versatile bench with a thick, upholstered cushion, providing flexible seating for gatherings. Each chair has a supportive backrest with square carved accents, and all pieces are built for stability. The set supports up to 350 lbs on the table and 250 lbs per seat, ensuring reliable everyday use in your kitchen or dining room. Full assembly required with step-by-step instructions included."
,,,,,Restaurant Table   Chair Sets,W121350599,"Classic white solid wood 5-piece dining set, rectangular table and 4 chairs for four","$1,179.99",https://www.wayfair.com/furniture/pdp/rosalind-wheeler-classic-white-solid-wood-5-piece-dining-set-rectangular-table-and-4-chairs-for-four-w121350599.html,Rosalind Wheeler,null,"A 5-piece dining set comprising a rectangular table and four solid wood chairs, finished in classic white. The tabletop is crafted from MDF with a marble-style surface for a refined look, while the solid wood base ensures structural integrity. Each chair features a solid wood frame and seat, offering reliable support. Dimensions: table 45.28"" W x 45.28"" D x 29"" H; chairs 22"" W x 24"" D x 34"" H with an 18"" seat height. Suitable for kitchens and dining rooms, this set accommodates four persons. Assembly is required, with all necessary hardware and instructions included."
,,,,,Restaurant Table   Chair Sets,W121312689,"White Finish Solid Wood 5-Piece Dining Set, Space-Saving Rectangle Table with 4 Chairs for Small Spaces",$309.99,https://www.wayfair.com/furniture/pdp/rosalind-wheeler-white-finish-solid-wood-5-piece-dining-set-space-saving-rectangle-table-with-4-chairs-for-small-spaces-w121312689.html,Rosalind Wheeler,null,"This solid wood dining set includes a rectangular table and four chairs, engineered for compact living. The table measures 42.5L x 25.6W x 28.7H inches and weighs 72.6 lbs, with a smooth white finish surface. Each chair has an 18-inch seat height and fits neatly under the table after use to optimize floor space. Assembly is required, with all hardware and instructions included. The non-porous tabletop allows quick cleaning with a damp cloth, making it suitable for kitchens, dining rooms, or apartments. The robust rubberwood construction provides a dependable frame for daily meals."
,,,,,Restaurant Table   Chair Sets,W121029224,French Vintage Sintered Stone Table,"$4,699.99",https://www.wayfair.com/furniture/pdp/orren-ellis-french-vintage-sintered-stone-table-w121029224.html?piid=1780409373,Orren Ellis,"29.5"" H x 78.7"" W x 35.4"" D","Elevate your dining space with this French vintage rectangular dining table. Featuring a durable dual-layer sintered stone top and artistic V-shaped Ash wood legs, it blends mid-century elegance with robust stability for a timeless dining experience."
,,,,,Restaurant Table   Chair Sets,W114374444,Heidrick,"$3,469.99",https://www.wayfair.com/furniture/pdp/orren-ellis-heidrick-w114374444.html?piid=1245521517,Orren Ellis,"29.52""H x 70.86""L x 35.43""W","This minimalist modern rock plate dining table and chair set can transform your dining area. It features a high-quality antibacterial rock plate desktop and a smooth stainless steel frame. Its heat-resistant and stain-resistant surface can withstand hot POTS and sharp knives. Easy to clean and anti-corrosive, combined with a comfortable chair, it combines durability and timeless style, ensuring reliable use for many years. It is the perfect choice for a family dinner or a festival party."
,,,,,Restaurant Table   Chair Sets,W121349723,"Rustic Industrial 3-Piece Bar Table Set with 2 Stools and Backrests, Warm Brown Finish, 43-Inch Compact Space-Saving Design",$196.99,https://www.wayfair.com/furniture/pdp/williston-forge-rustic-industrial-3-piece-bar-table-set-with-2-stools-and-backrests-warm-brown-finish-43-inch-compact-space-saving-design-w121349723.html,Williston Forge,null,"This 3-piece bar set combines a rectangular table and two stools, crafted with a warm brown particleboard top and black metal frames for a rustic industrial look. The table measures 43.31 L x 15.75 W x 35.41 H inches, while each stool features a padded PU seat and a supportive wooden backrest. Designed for small spaces, the stools tuck neatly under the table when not in use, saving floor space. Ideal for kitchens, dining areas, or home bars, the set offers a cozy spot for drinks and conversation. Assembly is required."
,,,,,Restaurant Table   Chair Sets,W121312966,"2-Person Bar Table Set with Stools, Space-Saving Rectangular Pub Table, Warm Brown Particle Board and Metal",$196.99,https://www.wayfair.com/furniture/pdp/williston-forge-2-person-bar-table-set-with-stools-space-saving-rectangular-pub-table-warm-brown-particle-board-and-metal-w121312966.html,Williston Forge,null,"This rectangular bar table set combines a warm brown particle board tabletop with a black metal frame, offering seating for two. The set includes two stools with PU upholstered seats and wooden backrests for support. Each stool measures 22 inches wide with an 18-inch seat height and tucks neatly under the 43.31-inch long table when not in use, saving floor space in kitchens, dining rooms, or home bars. The sturdy metal legs and 0.6-inch thick particle board provide reliable stability, supporting up to 200 pounds on the table and 350 pounds per stool. Assembly is required. The overall dimensions are 43.31 inches long, 15.75 inches wide, and 35.41 inches high, making it suitable for compact areas."
